name,slottime_GMT,slottype,slotavg,pointTitle
SneeHall.CW.FP/TONS,2022-04-14 15:00:00,H,76.669625000,Chilled Water
SneeHall.Elec.PowerScout3/kWsystem,2022-04-14 15:00:00,H,134.300000000,Electric
SneeHall.Elec.Solar.PowerScout3037/kW_System,2022-04-14 15:00:00,H,1.025000000,Photovoltaic Power Production
SneeHall.STM.M22-V/AverageMassFlow,2022-04-14 15:00:00,H,258.835850000,Steam
SneeHall.CW.FP/TONS,2022-04-14 16:00:00,H,80.649550000,Chilled Water
SneeHall.Elec.PowerScout3/kWsystem,2022-04-14 16:00:00,H,140.725000000,Electric
SneeHall.Elec.Solar.PowerScout3037/kW_System,2022-04-14 16:00:00,H,0.150000000,Photovoltaic Power Production
SneeHall.STM.M22-V/AverageMassFlow,2022-04-14 16:00:00,H,280.319825000,Steam
SneeHall.CW.FP/TONS,2022-04-14 17:00:00,H,38.552000000,Chilled Water
SneeHall.Elec.PowerScout3/kWsystem,2022-04-14 17:00:00,H,140.550000000,Electric
SneeHall.Elec.Solar.PowerScout3037/kW_System,2022-04-14 17:00:00,H,0.125000000,Photovoltaic Power Production
SneeHall.STM.M22-V/AverageMassFlow,2022-04-14 17:00:00,H,299.255475000,Steam
SneeHall.CW.FP/TONS,2022-04-14 18:00:00,H,9.661052500,Chilled Water
SneeHall.Elec.PowerScout3/kWsystem,2022-04-14 18:00:00,H,145.575000000,Electric
SneeHall.Elec.Solar.PowerScout3037/kW_System,2022-04-14 18:00:00,H,0.175000000,Photovoltaic Power Production
SneeHall.STM.M22-V/AverageMassFlow,2022-04-14 18:00:00,H,339.238400000,Steam
SneeHall.CW.FP/TONS,2022-04-14 19:00:00,H,7.728535000,Chilled Water
SneeHall.Elec.PowerScout3/kWsystem,2022-04-14 19:00:00,H,142.725000000,Electric
