time,temperature_2m (°F),precipitation (inch),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2023-03-27T03:00,39.6,0,0,0,0,0,0,0,0,0
2023-03-27T04:00,37.3,0,0,0,0,0,0,0,0,0
2023-03-27T05:00,36.5,0,0,0,0,0,0,0,0,0
2023-03-27T06:00,36.6,0,0,0,0,0,0,0,0,0
2023-03-27T07:00,33.8,0,0,0,0,0,0,0,0,0
2023-03-27T08:00,33.2,0,0,0,0,0,0,0,0,0
2023-03-27T09:00,32.4,0,0,0,0,0,0,0,0,0
2023-03-27T10:00,32.1,0,55,2,44,88,0,0,0,0
2023-03-27T11:00,32.4,0,18,8,18,1,0,0,0,0
2023-03-27T12:00,33.8,0,57,15,32,80,48,15,33,0
2023-03-27T13:00,40.9,0,66,0,60,100,168,54,114,177.3
2023-03-27T14:00,45.8,0,80,0,84,100,313,116,197,234.7
2023-03-27T15:00,48.2,0,90,0,100,100,301,44,257,172.2
2023-03-27T16:00,49.5,0,90,0,100,100,323,27,296,49.3
2023-03-27T17:00,49.7,0.004,94,4,100,100,275,28,247,37.7
2023-03-27T18:00,49.4,0.012,92,2,100,99,236,5,231,20.7
2023-03-27T19:00,50.3,0.008,90,0,100,99,308,28,280,22.5
2023-03-27T20:00,48.3,0.016,85,1,100,79,182,2,180,22.7
2023-03-27T21:00,45.5,0.028,100,60,100,60,108,0,108,0.3
2023-03-27T22:00,43,0.043,100,97,100,75,47,1,46,1.6
2023-03-27T23:00,40.7,0.051,100,100,100,69,17,0,17,1.2
2023-03-28T00:00,37.8,0.051,100,100,100,5,1,0,1,0
2023-03-28T01:00,37.6,0.039,100,100,100,0,0,0,0,0
2023-03-28T02:00,36.8,0.028,100,100,94,0,0,0,0,0
2023-03-28T03:00,36.2,0.016,100,100,91,0,0,0,0,0
2023-03-28T04:00,36,0.008,100,100,63,0,0,0,0,0
2023-03-28T05:00,35.6,0.004,100,90,57,0,0,0,0,0
2023-03-28T06:00,35.2,0,100,93,80,0,0,0,0,0
2023-03-28T07:00,35.1,0.004,100,85,77,0,0,0,0,0
2023-03-28T08:00,35.1,0.004,100,82,64,0,0,0,0,0
2023-03-28T09:00,34.9,0,96,71,54,0,0,0,0,0
2023-03-28T10:00,34.3,0,77,66,29,0,0,0,0,0
2023-03-28T11:00,34,0,57,58,8,0,0,0,0,0
2023-03-28T12:00,33.7,0,47,48,6,1,44,22,22,0
2023-03-28T13:00,34.7,0,86,91,6,1,186,97,89,284.2
2023-03-28T14:00,37,0,71,78,1,0,336,163,173,342.5
2023-03-28T15:00,41.1,0,36,25,22,0,561,396,165,506.5
2023-03-28T16:00,44.1,0,52,29,39,7,674,520,154,714.7
2023-03-28T17:00,45.7,0.004,81,51,52,13,735,579,156,768.8
2023-03-28T18:00,45.9,0,100,81,64,4,619,350,269,619.5
2023-03-28T19:00,45.7,0,98,84,37,0,487,212,275,358.4
2023-03-28T20:00,45.8,0,98,86,34,0,476,243,233,327.3
2023-03-28T21:00,45.1,0,68,57,27,0,361,201,160,382.2
2023-03-28T22:00,44.1,0,50,26,27,36,298,200,98,489.9
2023-03-28T23:00,42.1,0,38,6,5,100,112,59,53,479.4
2023-03-29T00:00,39.2,0,38,0,14,99,7,2,5,52.6
2023-03-29T01:00,37.7,0,63,0,55,99,0,0,0,0
2023-03-29T02:00,36.9,0,79,0,81,100,0,0,0,0
2023-03-29T03:00,36.9,0,89,0,99,100,0,0,0,0
2023-03-29T04:00,36.2,0,87,0,95,99,0,0,0,0
2023-03-29T05:00,34.6,0,74,0,93,62,0,0,0,0
2023-03-29T06:00,34.3,0,34,0,51,11,0,0,0,0
2023-03-29T07:00,34.4,0,15,0,19,11,0,0,0,0
2023-03-29T08:00,33.6,0,2,0,4,0,0,0,0,0
2023-03-29T09:00,30.7,0,0,0,0,0,0,0,0,0
2023-03-29T10:00,31.4,0,0,0,0,0,0,0,0,0
2023-03-29T11:00,31.1,0,3,0,0,11,0,0,0,0
2023-03-29T12:00,33.4,0,14,4,1,31,68,44,24,0
2023-03-29T13:00,40,0,13,11,1,8,251,190,61,539.1
2023-03-29T14:00,44,0,22,9,6,35,442,358,84,724.7
2023-03-29T15:00,47.2,0,48,2,41,73,608,501,107,813.7
2023-03-29T16:00,49.5,0,79,7,74,95,696,543,153,814.4
2023-03-29T17:00,50.8,0.004,83,0,90,95,674,409,265,654.2
2023-03-29T18:00,51.5,0,80,0,87,93,652,381,271,501.7
2023-03-29T19:00,52.9,0,65,0,76,65,674,420,254,523.3
2023-03-29T20:00,53.3,0,68,0,83,59,622,491,131,682.3
2023-03-29T21:00,52.4,0.012,87,0,96,97,410,239,171,635.7
2023-03-29T22:00,49.3,0.004,83,0,95,88,179,59,120,310.9
2023-03-29T23:00,43.4,0.024,100,63,94,31,50,5,45,87.7
2023-03-30T00:00,36.8,0.028,100,84,100,10,3,0,3,3.5
2023-03-30T01:00,33.1,0.012,84,32,91,1,0,0,0,0
2023-03-30T02:00,32,0,52,48,14,0,0,0,0,0
2023-03-30T03:00,31.3,0,60,66,1,0,0,0,0,0
2023-03-30T04:00,30.3,0,41,43,3,0,0,0,0,0
2023-03-30T05:00,29.4,0,30,32,2,0,0,0,0,0
2023-03-30T06:00,28.4,0,47,46,10,0,0,0,0,0
2023-03-30T07:00,28,0,48,44,14,0,0,0,0,0
2023-03-30T08:00,27.7,0,51,47,15,0,0,0,0,0
2023-03-30T09:00,27.1,0,65,69,5,0,0,0,0,0
2023-03-30T10:00,26.9,0,81,87,4,0,0,0,0,0
2023-03-30T11:00,26.6,0,99,85,37,0,0,0,0,0
2023-03-30T12:00,27.3,0,98,81,41,0,61,27,34,0
2023-03-30T13:00,28.6,0,100,100,52,0,186,55,131,216
2023-03-30T14:00,30.2,0,100,100,49,0,335,135,200,238.2
2023-03-30T15:00,31.6,0,100,100,24,0,426,131,295,252.8
2023-03-30T16:00,33.9,0,94,100,7,0,572,247,325,277.5
2023-03-30T17:00,35.8,0,100,100,22,0,602,274,328,352.7
2023-03-30T18:00,37.9,0,89,48,76,0,676,376,300,409.6
2023-03-30T19:00,39.9,0,43,4,65,0,743,537,206,607.6
2023-03-30T20:00,40.5,0,4,4,0,0,667,514,153,770.5
2023-03-30T21:00,40.5,0,0,0,0,0,522,423,99,808
2023-03-30T22:00,39.8,0,0,0,0,0,348,282,66,811.4
2023-03-30T23:00,37.3,0,0,0,0,0,145,102,43,702.5
2023-03-31T00:00,34.4,0,1,0,0,2,10,5,5,105.7
2023-03-31T01:00,31.7,0,25,0,0,83,0,0,0,0
2023-03-31T02:00,29.7,0,29,0,0,98,0,0,0,0
2023-03-31T03:00,28.6,0,29,0,2,91,0,0,0,0
2023-03-31T04:00,28.9,0,23,0,0,76,0,0,0,0
2023-03-31T05:00,28.8,0,15,0,0,49,0,0,0,0
2023-03-31T06:00,29.2,0,11,0,0,37,0,0,0,0
2023-03-31T07:00,30,0,63,0,55,100,0,0,0,0
2023-03-31T08:00,31.4,0,89,0,98,100,0,0,0,0
2023-03-31T09:00,32.2,0,90,0,100,100,0,0,0,0
2023-03-31T10:00,33,0,91,1,100,100,0,0,0,0
2023-03-31T11:00,33.8,0,98,9,100,100,0,0,0,0
2023-03-31T12:00,35.3,0.004,94,4,100,100,35,0,35,0
2023-03-31T13:00,37.6,0.008,89,1,96,100,98,4,94,1.3
2023-03-31T14:00,41.9,0,95,5,100,100,267,77,190,94.6
2023-03-31T15:00,43.2,0,90,0,100,100,188,1,187,89.9
2023-03-31T16:00,45,0.02,89,0,99,100,241,12,229,4.6
2023-03-31T17:00,45.2,0.012,90,0,100,100,176,11,165,16.6
2023-03-31T18:00,42.3,0.035,100,84,100,100,124,2,122,8.5
2023-03-31T19:00,42.7,0.051,100,100,100,99,95,0,95,0.7
2023-03-31T20:00,42.5,0.063,100,100,98,84,64,0,64,0
2023-03-31T21:00,42.6,0.047,100,100,96,91,57,0,57,0
2023-03-31T22:00,43,0.008,100,100,100,98,42,0,42,0
2023-03-31T23:00,43.4,0.008,100,100,100,96,12,1,11,3.7
2023-04-01T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2023-04-01T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-01T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-02T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-03T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-04T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-05T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-06T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T00:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T02:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T03:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T04:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T05:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T06:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T07:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T08:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T09:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T11:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T12:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T13:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T14:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T15:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T16:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T17:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T18:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T19:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T20:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T21:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T22:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-04-07T23:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
