time,temperature_2m (°F),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-04-01T00:00,56.3,37,6,23,60,3,1,2,6.7
2022-04-01T01:00,54.5,27,4,17,44,0,0,0,0
2022-04-01T02:00,48.8,37,25,21,7,0,0,0,0
2022-04-01T03:00,44.8,72,47,48,2,0,0,0,0
2022-04-01T04:00,42.7,100,86,65,0,0,0,0,0
2022-04-01T05:00,41.9,100,82,56,0,0,0,0,0
2022-04-01T06:00,41.3,100,75,53,2,0,0,0,0
2022-04-01T07:00,41.2,77,37,62,21,0,0,0,0
2022-04-01T08:00,39.8,100,48,94,54,0,0,0,0
2022-04-01T09:00,38.9,100,92,90,7,0,0,0,0
2022-04-01T10:00,38.2,100,80,84,6,0,0,0,0
2022-04-01T11:00,37.6,56,8,80,1,0,0,0,0
2022-04-01T12:00,38.5,62,18,77,0,45,14,31,0
2022-04-01T13:00,39.9,81,33,86,0,132,31,101,106.3
2022-04-01T14:00,40.3,84,42,77,0,223,84,139,138.1
2022-04-01T15:00,41.8,87,47,74,0,304,100,204,171
2022-04-01T16:00,42.6,95,45,87,6,394,142,252,173.6
2022-04-01T17:00,43.3,100,79,85,11,500,250,250,258.3
2022-04-01T18:00,44.3,100,72,89,0,565,284,281,347.8
2022-04-01T19:00,43.5,100,69,86,0,569,243,326,346.9
2022-04-01T20:00,42.7,100,80,69,0,463,199,264,314.4
2022-04-01T21:00,41.3,80,37,77,1,352,149,203,287.3
2022-04-01T22:00,40,100,48,90,36,268,147,121,348.3
2022-04-01T23:00,38,100,48,73,81,104,40,64,324.9
2022-04-02T00:00,36.1,100,62,68,14,7,1,6,45.4
2022-04-02T01:00,34.8,98,73,53,0,0,0,0,0
2022-04-02T02:00,34.2,62,55,21,0,0,0,0,0
2022-04-02T03:00,33.3,63,63,11,0,0,0,0,0
2022-04-02T04:00,32.9,63,67,4,0,0,0,0,0
2022-04-02T05:00,32.5,55,61,0,0,0,0,0,0
2022-04-02T06:00,32.2,61,68,0,0,0,0,0,0
2022-04-02T07:00,31.8,56,62,0,0,0,0,0,0
2022-04-02T08:00,31.6,48,53,0,0,0,0,0,0
2022-04-02T09:00,31.3,38,42,0,0,0,0,0,0
2022-04-02T10:00,31.1,59,65,0,0,0,0,0,0
2022-04-02T11:00,30.9,48,53,0,0,1,0,1,0
2022-04-02T12:00,31.7,54,60,0,0,82,50,32,0
2022-04-02T13:00,33.3,70,78,0,0,236,152,84,442.2
2022-04-02T14:00,35.7,90,100,0,0,396,256,140,514.1
2022-04-02T15:00,38,92,100,0,6,536,323,213,516.4
2022-04-02T16:00,40.8,93,82,0,63,719,575,144,649.7
2022-04-02T17:00,43.2,79,64,0,71,827,697,130,855.1
2022-04-02T18:00,44.5,9,0,0,31,772,669,103,870.2
2022-04-02T19:00,45.9,0,0,0,0,798,698,100,888
2022-04-02T20:00,46.8,6,0,0,21,694,608,86,934.9
2022-04-02T21:00,46.9,21,0,0,70,531,439,92,879.8
2022-04-02T22:00,46.1,30,0,0,100,342,263,79,790.8
2022-04-02T23:00,43.9,31,0,1,100,105,27,78,434.4
2022-04-03T00:00,41,50,0,33,100,8,0,8,25.9
2022-04-03T01:00,38.6,74,0,74,100,0,0,0,0
2022-04-03T02:00,37.3,86,0,100,88,0,0,0,0
2022-04-03T03:00,36.4,58,0,91,12,0,0,0,0
2022-04-03T04:00,35.7,63,0,95,21,0,0,0,0
2022-04-03T05:00,35.5,80,0,97,73,0,0,0,0
2022-04-03T06:00,35.6,87,0,99,91,0,0,0,0
2022-04-03T07:00,36.7,86,0,100,86,0,0,0,0
2022-04-03T08:00,37.3,92,5,100,92,0,0,0,0
2022-04-03T09:00,37.5,78,3,100,52,0,0,0,0
2022-04-03T10:00,37.5,77,2,100,51,0,0,0,0
2022-04-03T11:00,37.1,91,11,98,73,0,0,0,0
2022-04-03T12:00,37,100,23,100,98,23,1,22,3.6
2022-04-03T13:00,37.1,100,31,99,91,54,0,54,4.5
2022-04-03T14:00,37.6,100,33,100,51,98,0,98,0
2022-04-03T15:00,38,100,54,97,9,165,15,150,11.2
2022-04-03T16:00,40.4,100,100,97,5,200,27,173,33
2022-04-03T17:00,39.1,100,100,100,14,143,0,143,19.3
2022-04-03T18:00,37.1,100,100,100,42,140,2,138,0.1
2022-04-03T19:00,38.7,100,92,98,62,285,49,236,30.6
2022-04-03T20:00,39.3,100,85,100,81,326,88,238,100.1
2022-04-03T21:00,39.5,100,87,100,83,291,81,210,148.4
2022-04-03T22:00,38.7,100,58,100,83,156,26,130,113.9
2022-04-03T23:00,37.4,100,45,99,90,54,6,48,48.9
2022-04-04T00:00,36.6,100,37,98,96,5,0,5,7
2022-04-04T01:00,36.3,100,23,95,80,0,0,0,0
2022-04-04T02:00,36.2,100,45,79,50,0,0,0,0
2022-04-04T03:00,36,100,64,64,54,0,0,0,0
2022-04-04T04:00,35.7,100,74,55,50,0,0,0,0
2022-04-04T05:00,35.3,92,75,34,15,0,0,0,0
2022-04-04T06:00,34.9,70,78,0,0,0,0,0,0
2022-04-04T07:00,35.7,79,88,0,0,0,0,0,0
2022-04-04T08:00,35.6,68,76,0,0,0,0,0,0
2022-04-04T09:00,35.4,66,73,0,0,0,0,0,0
2022-04-04T10:00,35.1,74,82,0,0,0,0,0,0
2022-04-04T11:00,34.8,73,81,0,0,1,0,1,0
2022-04-04T12:00,35.4,52,58,0,0,50,17,33,56.7
2022-04-04T13:00,36.9,66,73,0,0,170,76,94,186.3
2022-04-04T14:00,39.4,100,88,0,99,288,102,186,229.8
2022-04-04T15:00,40.8,100,91,0,98,336,84,252,167
2022-04-04T16:00,43.2,100,98,37,94,466,146,320,163.9
2022-04-04T17:00,45,100,100,84,99,464,130,334,186.2
2022-04-04T18:00,46.8,100,95,99,98,423,105,318,151.6
2022-04-04T19:00,45.8,100,88,97,63,319,15,304,72.6
2022-04-04T20:00,46.8,100,94,89,3,336,56,280,45.4
2022-04-04T21:00,46.4,100,85,91,95,266,63,203,103
2022-04-04T22:00,45.9,100,23,95,90,184,44,140,119.2
2022-04-04T23:00,44.2,45,0,37,76,99,20,79,113.6
2022-04-05T00:00,42.2,41,0,40,55,10,1,9,27.4
2022-04-05T01:00,40.7,28,0,37,18,0,0,0,0
2022-04-05T02:00,38.9,4,0,6,0,0,0,0,0
2022-04-05T03:00,36.7,26,0,44,0,0,0,0,0
2022-04-05T04:00,35.9,51,0,85,0,0,0,0,0
2022-04-05T05:00,35.7,61,4,96,0,0,0,0,0
2022-04-05T06:00,35.7,69,13,96,0,0,0,0,0
2022-04-05T07:00,36.9,74,18,97,0,0,0,0,0
2022-04-05T08:00,37.1,42,1,69,0,0,0,0,0
2022-04-05T09:00,36.9,26,16,20,0,0,0,0,0
2022-04-05T10:00,36.3,70,35,36,56,0,0,0,0
2022-04-05T11:00,36.8,77,48,41,30,1,0,1,0
2022-04-05T12:00,38.8,86,19,66,99,62,27,35,86.5
2022-04-05T13:00,43.1,61,7,74,33,204,118,86,278.2
2022-04-05T14:00,48.4,34,2,53,0,375,235,140,414.5
2022-04-05T15:00,53.1,13,1,20,0,574,439,135,582.6
2022-04-05T16:00,56.7,3,0,5,0,705,553,152,722.2
2022-04-05T17:00,59.7,1,0,1,0,832,714,118,823.3
2022-04-05T18:00,62.2,3,0,5,0,860,764,96,933.9
2022-04-05T19:00,63.6,7,0,9,4,790,686,104,942.9
2022-04-05T20:00,64,47,0,63,32,592,416,176,775.8
2022-04-05T21:00,62.2,78,0,82,96,310,162,148,452.7
2022-04-05T22:00,60.2,72,0,70,100,218,98,120,271.5
2022-04-05T23:00,56.8,69,1,64,100,95,24,71,194.4
2022-04-06T00:00,52.7,32,1,1,100,12,0,12,30.7
2022-04-06T01:00,50.8,31,0,2,100,0,0,0,0
2022-04-06T02:00,49.8,43,3,17,100,0,0,0,0
2022-04-06T03:00,48.9,48,5,22,100,0,0,0,0
2022-04-06T04:00,47.6,64,0,57,100,0,0,0,0
2022-04-06T05:00,46.2,79,0,81,100,0,0,0,0
2022-04-06T06:00,45.3,86,0,94,100,0,0,0,0
2022-04-06T07:00,46.3,86,1,92,100,0,0,0,0
2022-04-06T08:00,45.7,90,1,99,100,0,0,0,0
2022-04-06T09:00,45,90,4,94,100,0,0,0,0
2022-04-06T10:00,44.6,89,1,97,100,0,0,0,0
2022-04-06T11:00,44.3,89,5,90,100,1,0,1,0
2022-04-06T12:00,45.1,52,20,7,100,46,2,44,2.5
2022-04-06T13:00,47.6,71,38,12,100,167,35,132,48.3
2022-04-06T14:00,51.3,77,53,7,84,378,186,192,235.8
2022-04-06T15:00,54.9,86,79,24,1,502,304,198,436.8
2022-04-06T16:00,57.3,73,74,11,0,464,287,177,431.2
2022-04-06T17:00,59.9,91,100,2,0,627,396,231,439.7
2022-04-06T18:00,61.3,100,100,1,93,563,345,218,479.4
2022-04-06T19:00,63.4,100,100,12,85,408,106,302,288.8
2022-04-06T20:00,62.8,100,99,44,33,251,5,246,59.1
2022-04-06T21:00,61.6,100,98,54,71,205,45,160,42.4
2022-04-06T22:00,59.1,100,100,80,90,76,0,76,45.2
2022-04-06T23:00,56.7,100,100,65,91,34,0,34,0
2022-04-07T00:00,54.6,13,3,11,11,5,0,5,0
2022-04-07T01:00,52.2,16,2,5,36,0,0,0,0
2022-04-07T02:00,50.7,100,36,76,98,0,0,0,0
2022-04-07T03:00,49.5,100,63,93,100,0,0,0,0
2022-04-07T04:00,48.1,100,92,92,100,0,0,0,0
2022-04-07T05:00,47.4,100,83,99,99,0,0,0,0
2022-04-07T06:00,46.9,100,96,100,50,0,0,0,0
2022-04-07T07:00,47.5,100,96,100,68,0,0,0,0
2022-04-07T08:00,47.4,100,72,95,95,0,0,0,0
2022-04-07T09:00,47.3,100,100,100,73,0,0,0,0
2022-04-07T10:00,47.2,100,100,100,47,0,0,0,0
2022-04-07T11:00,47,100,100,99,31,0,0,0,0
2022-04-07T12:00,46.8,100,100,100,24,7,0,7,0
2022-04-07T13:00,46.9,100,100,100,24,19,0,19,0
2022-04-07T14:00,46.7,100,100,100,15,45,0,45,0
2022-04-07T15:00,46.8,100,100,100,11,65,0,65,0
2022-04-07T16:00,46.6,100,100,100,33,60,0,60,0
2022-04-07T17:00,46.6,100,100,98,57,73,0,73,0
2022-04-07T18:00,46.6,100,100,97,39,78,0,78,0
2022-04-07T19:00,46.9,100,100,96,24,73,0,73,0
2022-04-07T20:00,47,100,100,87,27,48,0,48,0
2022-04-07T21:00,47.4,100,55,98,41,65,0,65,0
2022-04-07T22:00,47.3,100,96,95,23,44,0,44,0
2022-04-07T23:00,46.8,100,100,88,23,25,3,22,8.2
2022-04-08T00:00,45.8,100,100,96,28,3,0,3,4.2
2022-04-08T01:00,45.8,100,100,98,32,0,0,0,0
2022-04-08T02:00,45.4,100,100,97,7,0,0,0,0
2022-04-08T03:00,45,100,100,93,0,0,0,0,0
2022-04-08T04:00,44.9,92,89,19,3,0,0,0,0
2022-04-08T05:00,44.8,63,46,35,1,0,0,0,0
2022-04-08T06:00,44.7,40,32,19,0,0,0,0,0
2022-04-08T07:00,43.6,47,50,4,0,0,0,0,0
2022-04-08T08:00,42.3,46,47,6,0,0,0,0,0
2022-04-08T09:00,41.6,28,22,13,0,0,0,0,0
2022-04-08T10:00,40.9,60,34,49,0,0,0,0,0
2022-04-08T11:00,40.4,97,60,71,0,3,1,2,0
2022-04-08T12:00,41.5,77,50,53,0,59,21,38,82.6
2022-04-08T13:00,44.1,26,15,20,0,192,103,89,210.5
2022-04-08T14:00,47.2,1,1,0,0,377,270,107,412.5
2022-04-08T15:00,50.3,20,9,19,0,582,465,117,631
2022-04-08T16:00,52.4,38,6,54,0,675,527,148,726.6
2022-04-08T17:00,53.6,31,0,52,0,631,381,250,588.7
2022-04-08T18:00,54,31,0,52,0,626,387,239,462
2022-04-08T19:00,55.8,41,0,66,5,637,419,218,505
2022-04-08T20:00,56.4,58,0,64,65,616,448,168,606.8
2022-04-08T21:00,56.3,64,0,70,74,466,313,153,627.9
2022-04-08T22:00,54.9,86,0,100,88,260,138,122,474
2022-04-08T23:00,49.7,88,2,98,91,72,1,71,173.8
2022-04-09T00:00,47.7,93,7,97,94,7,0,7,0.1
2022-04-09T01:00,46.5,86,3,93,93,0,0,0,0
2022-04-09T02:00,45,79,4,84,83,0,0,0,0
2022-04-09T03:00,43.2,90,11,86,95,0,0,0,0
2022-04-09T04:00,41.6,99,11,100,97,0,0,0,0
2022-04-09T05:00,40.6,100,18,98,98,0,0,0,0
2022-04-09T06:00,40,97,11,98,95,0,0,0,0
2022-04-09T07:00,41.4,89,0,99,97,0,0,0,0
2022-04-09T08:00,40.7,85,0,99,86,0,0,0,0
2022-04-09T09:00,39.3,80,0,99,69,0,0,0,0
2022-04-09T10:00,38,80,0,100,68,0,0,0,0
2022-04-09T11:00,37.5,87,0,100,89,4,0,4,0
2022-04-09T12:00,40.6,99,14,100,89,76,15,61,40.6
2022-04-09T13:00,44,100,16,100,95,210,71,139,147.5
2022-04-09T14:00,45.8,97,12,97,92,362,158,204,260.9
2022-04-09T15:00,47.4,100,22,94,92,451,179,272,290.8
2022-04-09T16:00,49.4,86,17,74,87,600,282,318,319.9
2022-04-09T17:00,51.3,89,51,50,44,644,331,313,395.7
2022-04-09T18:00,51.9,95,83,25,19,588,321,267,406.5
2022-04-09T19:00,52.4,75,60,28,14,526,230,296,338.4
2022-04-09T20:00,51.7,60,12,71,23,535,320,215,379.4
2022-04-09T21:00,47.1,81,44,68,3,408,232,176,456.9
2022-04-09T22:00,46.3,44,5,64,5,238,108,130,345.4
2022-04-09T23:00,45.5,36,7,47,5,127,62,65,284.2
2022-04-10T00:00,43.9,29,13,19,20,19,8,11,105.8
2022-04-10T01:00,42,21,7,16,17,0,0,0,0
2022-04-10T02:00,40.5,30,29,7,0,0,0,0,0
2022-04-10T03:00,39.1,34,36,3,1,0,0,0,0
2022-04-10T04:00,37.8,49,51,1,7,0,0,0,0
2022-04-10T05:00,36.9,65,67,6,2,0,0,0,0
2022-04-10T06:00,36.7,72,75,7,0,0,0,0,0
2022-04-10T07:00,36.7,74,78,7,0,0,0,0,0
2022-04-10T08:00,36.2,71,77,3,0,0,0,0,0
2022-04-10T09:00,36,84,84,8,11,0,0,0,0
2022-04-10T10:00,35.2,64,25,52,34,0,0,0,0
2022-04-10T11:00,35.1,70,13,86,21,4,0,4,0
2022-04-10T12:00,35.6,86,33,94,1,60,12,48,34.1
2022-04-10T13:00,36.7,85,31,95,0,148,33,115,82.8
2022-04-10T14:00,38.8,62,17,78,0,305,85,220,122
2022-04-10T15:00,40.4,73,39,63,0,469,219,250,248.9
2022-04-10T16:00,41.4,50,22,51,0,546,266,280,347.4
2022-04-10T17:00,42.1,66,35,58,0,654,308,346,363.8
2022-04-10T18:00,42.6,100,75,61,0,599,335,264,392.7
2022-04-10T19:00,44.3,100,91,93,0,571,350,221,437.5
2022-04-10T20:00,44.1,100,77,76,0,461,194,267,367.2
2022-04-10T21:00,43.6,82,45,69,0,389,189,200,306.6
2022-04-10T22:00,42.9,100,80,87,0,247,103,144,309.4
2022-04-10T23:00,41.4,100,76,67,0,99,22,77,180.2
2022-04-11T00:00,39.9,67,49,38,0,16,4,12,36.5
2022-04-11T01:00,38.3,33,34,4,0,0,0,0,0
2022-04-11T02:00,37.7,15,17,0,0,0,0,0,0
2022-04-11T03:00,36.9,29,31,1,0,0,0,0,0
2022-04-11T04:00,35.9,18,20,0,0,0,0,0,0
2022-04-11T05:00,35.1,18,20,0,0,0,0,0,0
2022-04-11T06:00,34.5,4,4,0,0,0,0,0,0
2022-04-11T07:00,33.5,1,1,0,0,0,0,0,0
2022-04-11T08:00,32.4,1,0,0,3,0,0,0,0
2022-04-11T09:00,32.4,1,1,0,0,0,0,0,0
2022-04-11T10:00,34.5,1,1,0,0,0,0,0,0
2022-04-11T11:00,31.3,1,1,0,0,7,3,4,0
2022-04-11T12:00,35.8,14,0,0,45,131,90,41,302.4
2022-04-11T13:00,40.6,30,0,0,99,326,256,70,631.8
2022-04-11T14:00,44.2,29,0,0,95,522,436,86,781.3
2022-04-11T15:00,48.2,29,0,0,98,676,560,116,848.4
2022-04-11T16:00,52.2,29,0,0,96,752,548,204,790.8
2022-04-11T17:00,55.8,32,0,4,98,742,442,300,631.8
2022-04-11T18:00,58.7,31,0,21,61,687,327,360,444.4
2022-04-11T19:00,62.5,17,0,23,11,796,652,144,605.4
2022-04-11T20:00,63.7,12,0,11,17,704,601,103,882.7
2022-04-11T21:00,62.8,44,0,24,100,468,333,135,752.4
2022-04-11T22:00,59.1,75,0,75,100,206,82,124,397.6
2022-04-11T23:00,53.4,64,0,57,100,77,13,64,120
2022-04-12T00:00,50.4,74,14,53,100,7,0,7,17.1
2022-04-12T01:00,49.9,100,53,89,100,0,0,0,0
2022-04-12T02:00,49.3,100,85,98,98,0,0,0,0
2022-04-12T03:00,49.5,100,74,100,100,0,0,0,0
2022-04-12T04:00,49.5,100,91,100,100,0,0,0,0
2022-04-12T05:00,50.1,100,100,100,100,0,0,0,0
2022-04-12T06:00,50.6,100,100,100,93,0,0,0,0
2022-04-12T07:00,49.4,100,100,100,98,0,0,0,0
2022-04-12T08:00,49.5,100,100,100,95,0,0,0,0
2022-04-12T09:00,49.9,100,100,100,98,0,0,0,0
2022-04-12T10:00,50.4,100,74,99,98,0,0,0,0
2022-04-12T11:00,50.4,100,32,100,100,1,0,1,0
2022-04-12T12:00,49.9,22,2,10,46,34,9,25,9.8
2022-04-12T13:00,51.5,23,26,0,0,266,145,121,224.9
2022-04-12T14:00,54.1,33,37,0,0,387,218,169,411
2022-04-12T15:00,57.2,15,17,0,0,589,439,150,527.4
2022-04-12T16:00,59.5,5,5,0,0,765,622,143,740.2
2022-04-12T17:00,61.4,3,3,0,0,851,739,112,859.5
2022-04-12T18:00,63,0,0,0,0,887,780,107,925.3
2022-04-12T19:00,63.3,0,0,0,1,839,732,107,940.9
2022-04-12T20:00,63.2,18,0,0,60,735,645,90,934
2022-04-12T21:00,62.9,23,0,0,75,579,497,82,910.7
2022-04-12T22:00,61.4,27,0,0,89,385,311,74,834.3
2022-04-12T23:00,58.3,29,0,0,96,184,129,55,689.8
2022-04-13T00:00,54.8,8,0,0,25,26,13,13,223.5
2022-04-13T01:00,51.3,8,0,3,22,0,0,0,0
2022-04-13T02:00,49.3,9,0,7,15,0,0,0,0
2022-04-13T03:00,47.4,51,0,41,88,0,0,0,0
2022-04-13T04:00,44.8,11,0,0,35,0,0,0,0
2022-04-13T05:00,44,5,0,4,10,0,0,0,0
2022-04-13T06:00,43.7,5,0,8,0,0,0,0,0
2022-04-13T07:00,44.9,20,0,29,7,0,0,0,0
2022-04-13T08:00,44.6,50,11,67,0,0,0,0,0
2022-04-13T09:00,44.5,77,35,69,14,0,0,0,0
2022-04-13T10:00,46.1,98,49,61,56,0,0,0,0
2022-04-13T11:00,49,100,88,83,59,4,1,3,0
2022-04-13T12:00,51.4,73,34,41,59,30,2,28,16.7
2022-04-13T13:00,54.7,40,12,21,54,109,42,67,50.4
2022-04-13T14:00,62.1,11,2,5,21,299,198,101,252.8
2022-04-13T15:00,64,11,3,10,9,311,129,182,283.1
2022-04-13T16:00,68,38,6,31,45,533,351,182,308.9
2022-04-13T17:00,71.3,55,0,60,63,640,482,158,525.8
2022-04-13T18:00,75.6,58,5,52,73,751,567,184,654.1
2022-04-13T19:00,75.9,58,1,52,86,442,237,205,496.6
2022-04-13T20:00,76,65,3,53,100,518,255,263,322.2
2022-04-13T21:00,75,59,0,49,100,352,142,210,322.4
2022-04-13T22:00,72.5,89,1,96,100,126,1,125,123.6
2022-04-13T23:00,69.8,90,0,100,99,61,1,60,0.8
2022-04-14T00:00,66.8,90,0,100,99,6,0,6,0.7
2022-04-14T01:00,65.3,74,0,85,75,0,0,0,0
2022-04-14T02:00,63.9,48,0,46,67,0,0,0,0
2022-04-14T03:00,62.7,60,0,72,56,0,0,0,0
2022-04-14T04:00,62.2,45,0,60,29,0,0,0,0
2022-04-14T05:00,62,26,0,40,6,0,0,0,0
2022-04-14T06:00,62.1,29,0,43,9,0,0,0,0
2022-04-14T07:00,61.7,37,2,29,60,0,0,0,0
2022-04-14T08:00,60.6,38,0,26,76,0,0,0,0
2022-04-14T09:00,59.9,40,0,39,56,0,0,0,0
2022-04-14T10:00,59.1,22,0,0,73,0,0,0,0
2022-04-14T11:00,59.1,20,1,1,62,8,3,5,0
2022-04-14T12:00,62,17,2,3,45,78,40,38,139.2
2022-04-14T13:00,65.7,24,1,0,76,222,155,67,319.5
2022-04-14T14:00,69.3,32,0,7,93,369,230,139,427.5
2022-04-14T15:00,72.5,81,17,60,100,505,347,158,482.7
2022-04-14T16:00,70.8,100,24,89,100,371,173,198,383.3
2022-04-14T17:00,65.9,100,39,95,100,194,15,179,110.8
2022-04-14T18:00,59.2,100,100,99,100,84,6,78,4.5
2022-04-14T19:00,57.6,100,50,100,70,84,0,84,3.2
2022-04-14T20:00,54,59,4,93,0,78,0,78,0
2022-04-14T21:00,51.5,40,0,66,0,140,47,93,28.7
2022-04-14T22:00,53.1,9,0,15,0,243,150,93,218.1
2022-04-14T23:00,52.9,0,0,0,0,172,125,47,477.6
2022-04-15T00:00,50.8,0,0,0,0,32,19,13,245.4
2022-04-15T01:00,49.3,0,0,0,0,0,0,0,0
2022-04-15T02:00,49,0,0,0,0,0,0,0,0
2022-04-15T03:00,45,0,0,0,0,0,0,0,0
2022-04-15T04:00,44,0,0,0,0,0,0,0,0
2022-04-15T05:00,42.3,0,0,0,0,0,0,0,0
2022-04-15T06:00,42,0,0,0,0,0,0,0,0
2022-04-15T07:00,42.1,0,0,0,0,0,0,0,0
2022-04-15T08:00,41.9,0,0,0,0,0,0,0,0
2022-04-15T09:00,41.9,0,0,0,0,0,0,0,0
2022-04-15T10:00,41.6,0,0,0,0,0,0,0,0
2022-04-15T11:00,41.4,0,0,0,0,13,6,7,0
2022-04-15T12:00,45.2,0,0,0,0,152,108,44,348.2
2022-04-15T13:00,50.4,13,0,22,0,355,289,66,680.6
2022-04-15T14:00,54.5,1,0,2,0,532,434,98,798.2
2022-04-15T15:00,57.2,0,0,0,0,634,467,167,746.9
2022-04-15T16:00,59.6,5,0,6,4,718,529,189,671.5
2022-04-15T17:00,62.3,71,0,92,51,865,716,149,776.2
2022-04-15T18:00,63.6,85,1,93,95,752,563,189,802
2022-04-15T19:00,59.4,50,0,59,50,327,32,295,341.8
2022-04-15T20:00,60.6,66,0,62,96,452,233,219,160.4
2022-04-15T21:00,62.9,87,0,96,99,370,146,224,314.7
2022-04-15T22:00,60.2,84,0,90,99,175,20,155,152.4
2022-04-15T23:00,59,89,0,99,99,63,0,63,16
2022-04-16T00:00,57.7,90,0,100,100,12,0,12,0
2022-04-16T01:00,55.3,54,0,89,2,0,0,0,0
2022-04-16T02:00,53.5,59,0,99,0,0,0,0,0
2022-04-16T03:00,52.8,61,2,92,14,0,0,0,0
2022-04-16T04:00,52.5,66,1,98,22,0,0,0,0
2022-04-16T05:00,51.6,68,0,74,79,0,0,0,0
2022-04-16T06:00,49.9,72,0,71,98,0,0,0,0
2022-04-16T07:00,48.1,86,2,90,99,0,0,0,0
2022-04-16T08:00,47.4,100,16,100,99,0,0,0,0
2022-04-16T09:00,48.1,100,85,100,97,0,0,0,0
2022-04-16T10:00,47.4,100,93,99,99,0,0,0,0
2022-04-16T11:00,46.3,100,100,100,100,3,0,3,0
2022-04-16T12:00,46.8,100,100,99,64,37,2,35,5.1
2022-04-16T13:00,45.8,100,100,99,61,56,2,54,8.1
2022-04-16T14:00,45.6,100,100,99,27,76,0,76,2.4
2022-04-16T15:00,45.2,100,100,99,92,103,0,103,0
2022-04-16T16:00,46.3,100,100,98,99,152,0,152,0
2022-04-16T17:00,47,100,99,100,100,215,4,211,1.2
2022-04-16T18:00,46.2,100,82,87,98,263,25,238,16.9
2022-04-16T19:00,44.5,100,80,55,46,172,31,141,32.3
2022-04-16T20:00,44,83,58,51,0,289,79,210,60.1
2022-04-16T21:00,46.7,83,55,56,0,429,275,154,299.1
2022-04-16T22:00,46.8,44,14,51,2,253,154,99,445.1
2022-04-16T23:00,45.7,54,28,48,0,126,61,65,316.3
2022-04-17T00:00,43.6,77,52,50,0,20,10,10,120.4
2022-04-17T01:00,42.3,100,78,78,0,0,0,0,0
2022-04-17T02:00,39.6,100,97,95,0,0,0,0,0
2022-04-17T03:00,37.2,100,69,96,0,0,0,0,0
2022-04-17T04:00,35.9,55,28,49,0,0,0,0,0
2022-04-17T05:00,35.3,5,3,4,0,0,0,0,0
2022-04-17T06:00,34,11,11,2,0,0,0,0,0
2022-04-17T07:00,33.3,18,20,0,0,0,0,0,0
2022-04-17T08:00,32.6,23,26,0,0,0,0,0,0
2022-04-17T09:00,32.1,24,27,0,0,0,0,0,0
2022-04-17T10:00,31.7,47,43,13,0,0,0,0,0
2022-04-17T11:00,31.7,66,31,63,0,13,5,8,0
2022-04-17T12:00,32.5,91,37,96,0,118,68,50,219.6
2022-04-17T13:00,34.3,100,73,85,0,293,182,111,416.9
2022-04-17T14:00,36.3,98,74,52,0,421,224,197,445.4
2022-04-17T15:00,38.4,50,41,21,0,537,296,241,406.3
2022-04-17T16:00,40.7,52,44,20,0,729,521,208,547.2
2022-04-17T17:00,41.5,44,34,23,0,743,535,208,656.6
2022-04-17T18:00,42.7,45,23,40,0,814,618,196,681.1
2022-04-17T19:00,44,30,14,29,0,811,632,179,766
2022-04-17T20:00,45,17,5,21,0,709,548,161,788.5
2022-04-17T21:00,44.8,0,0,0,0,540,394,146,727.6
2022-04-17T22:00,44.1,0,0,0,0,378,277,101,670.7
2022-04-17T23:00,42.6,0,0,0,0,198,142,56,640.6
2022-04-18T00:00,40,0,0,0,0,37,22,15,286.2
2022-04-18T01:00,38.4,0,0,0,0,0,0,0,0
2022-04-18T02:00,36.9,0,0,0,0,0,0,0,0
2022-04-18T03:00,35.1,0,0,0,0,0,0,0,0
2022-04-18T04:00,34.2,0,0,0,0,0,0,0,0
2022-04-18T05:00,37.5,0,0,0,0,0,0,0,0
2022-04-18T06:00,37.4,0,0,0,0,0,0,0,0
2022-04-18T07:00,36.9,0,0,0,0,0,0,0,0
2022-04-18T08:00,36.4,0,0,0,0,0,0,0,0
2022-04-18T09:00,30.9,0,0,0,0,0,0,0,0
2022-04-18T10:00,31,0,0,0,0,0,0,0,0
2022-04-18T11:00,31.5,0,0,0,0,19,10,9,0
2022-04-18T12:00,37,26,0,0,87,167,120,47,390.2
2022-04-18T13:00,41.8,26,0,0,85,371,302,69,689.8
2022-04-18T14:00,45.4,24,0,0,79,567,484,83,829.9
2022-04-18T15:00,48.4,30,0,0,100,734,642,92,906.2
2022-04-18T16:00,51.2,37,0,11,100,840,707,133,921.3
2022-04-18T17:00,53.2,58,0,46,100,869,635,234,835.9
2022-04-18T18:00,54,85,0,91,100,755,416,339,637
2022-04-18T19:00,51.2,90,0,100,100,393,48,345,270
2022-04-18T20:00,49.5,90,0,100,100,287,15,272,23.7
2022-04-18T21:00,46.3,90,0,100,100,143,0,143,9.1
2022-04-18T22:00,43.7,91,1,100,100,64,0,64,0
2022-04-18T23:00,40.6,100,17,100,100,26,0,26,0
2022-04-19T00:00,38,100,62,100,100,3,0,3,0
2022-04-19T01:00,37.6,100,85,93,96,0,0,0,0
2022-04-19T02:00,37,100,69,98,100,0,0,0,0
2022-04-19T03:00,36.7,100,77,100,83,0,0,0,0
2022-04-19T04:00,36.5,100,99,100,97,0,0,0,0
2022-04-19T05:00,36.3,100,100,100,59,0,0,0,0
