time,temperature_2m (°F),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-12-31T23:00,50.4,100,100,99,98,0,0,0,0
2023-01-01T00:00,50.4,100,98,100,100,0,0,0,0
2023-01-01T01:00,50.1,100,100,99,100,0,0,0,0
2023-01-01T02:00,50.1,100,100,95,100,0,0,0,0
2023-01-01T03:00,50,100,100,80,100,0,0,0,0
2023-01-01T04:00,49.6,100,100,49,79,0,0,0,0
2023-01-01T05:00,48.6,100,100,16,2,0,0,0,0
2023-01-01T06:00,47.3,91,100,1,0,0,0,0,0
2023-01-01T07:00,45.7,90,100,0,0,0,0,0,0
2023-01-01T08:00,44,90,100,0,0,0,0,0,0
2023-01-01T09:00,42.7,88,98,0,0,0,0,0,0
2023-01-01T10:00,41.5,87,97,0,0,0,0,0,0
2023-01-01T11:00,40.4,85,94,0,0,0,0,0,0
2023-01-01T12:00,39.3,100,84,0,84,0,0,0,0
2023-01-01T13:00,38.3,100,86,1,84,2,0,2,0
2023-01-01T14:00,37.7,85,88,0,19,38,13,25,47.5
2023-01-01T15:00,38.3,60,65,1,2,117,47,70,150.3
2023-01-01T16:00,38.9,83,89,4,0,117,40,77,153.1
2023-01-01T17:00,40.5,100,99,93,61,205,44,161,109
2023-01-01T18:00,42,100,69,100,99,197,42,155,109.3
2023-01-01T19:00,42.9,88,9,100,65,112,5,107,57.6
2023-01-01T20:00,43,59,5,72,37,99,9,90,12.6
2023-01-01T21:00,43.1,37,2,58,0,84,28,56,101
2023-01-01T22:00,41.7,41,2,66,0,12,3,9,57.7
2023-01-01T23:00,41.4,83,32,90,0,0,0,0,0
2023-01-02T00:00,40.8,100,99,99,0,0,0,0,0
2023-01-02T01:00,39.5,100,100,78,1,0,0,0,0
2023-01-02T02:00,40.6,100,100,22,0,0,0,0,0
2023-01-02T03:00,40.7,90,100,0,0,0,0,0,0
2023-01-02T04:00,41.7,95,100,0,17,0,0,0,0
2023-01-02T05:00,42.3,92,100,0,6,0,0,0,0
2023-01-02T06:00,42.3,100,94,0,59,0,0,0,0
2023-01-02T07:00,42.2,100,99,1,87,0,0,0,0
2023-01-02T08:00,41.8,100,94,7,94,0,0,0,0
2023-01-02T09:00,41.3,97,98,12,5,0,0,0,0
2023-01-02T10:00,41,100,85,47,86,0,0,0,0
2023-01-02T11:00,40.6,100,90,80,81,0,0,0,0
2023-01-02T12:00,40.6,100,92,80,0,0,0,0,0
2023-01-02T13:00,40.9,100,95,43,3,1,0,1,0
2023-01-02T14:00,42,100,92,19,35,34,11,23,41.5
2023-01-02T15:00,44,93,88,5,37,91,30,61,100.6
2023-01-02T16:00,45.1,96,97,8,12,164,85,79,175.7
2023-01-02T17:00,46.6,100,99,36,70,253,139,114,299.2
2023-01-02T18:00,47.6,100,100,32,62,238,120,118,324.1
2023-01-02T19:00,49.6,100,96,5,72,200,90,110,263.4
2023-01-02T20:00,49.5,80,69,5,48,168,74,94,245.2
2023-01-02T21:00,48,42,36,1,31,92,41,51,248.3
2023-01-02T22:00,45.6,22,23,0,5,16,7,9,87
2023-01-02T23:00,43.1,34,9,0,87,0,0,0,0
2023-01-03T00:00,40.9,22,3,0,63,0,0,0,0
2023-01-03T01:00,39,13,3,0,35,0,0,0,0
2023-01-03T02:00,37.5,9,10,0,0,0,0,0,0
2023-01-03T03:00,36.1,29,9,0,68,0,0,0,0
2023-01-03T04:00,35.4,35,5,0,100,0,0,0,0
2023-01-03T05:00,35.3,66,40,0,100,0,0,0,0
2023-01-03T06:00,35.6,47,19,0,100,0,0,0,0
2023-01-03T07:00,36.3,62,35,0,100,0,0,0,0
2023-01-03T08:00,37,93,65,8,100,0,0,0,0
2023-01-03T09:00,38.7,100,90,26,100,0,0,0,0
2023-01-03T10:00,40.6,100,100,39,100,0,0,0,0
2023-01-03T11:00,42.3,100,99,51,100,0,0,0,0
2023-01-03T12:00,43.9,100,97,50,100,0,0,0,0
2023-01-03T13:00,45.2,100,88,69,100,0,0,0,0
2023-01-03T14:00,46.8,100,92,93,100,14,0,14,0
2023-01-03T15:00,47,100,81,97,100,36,0,36,0
2023-01-03T16:00,48,100,85,98,100,48,0,48,0
2023-01-03T17:00,48.6,100,79,100,100,42,0,42,0
2023-01-03T18:00,49,100,62,100,100,35,0,35,0
2023-01-03T19:00,49.3,100,68,100,100,43,0,43,0
2023-01-03T20:00,49.5,100,77,100,100,21,0,21,0
2023-01-03T21:00,49.5,100,92,100,100,9,0,9,0
2023-01-03T22:00,49.5,100,97,100,100,2,0,2,0
2023-01-03T23:00,49.6,100,100,98,98,0,0,0,0
2023-01-04T00:00,49.6,100,100,100,58,0,0,0,0
2023-01-04T01:00,49.8,100,100,100,89,0,0,0,0
2023-01-04T02:00,50.3,100,100,99,100,0,0,0,0
2023-01-04T03:00,50.8,100,100,96,100,0,0,0,0
2023-01-04T04:00,51.2,100,100,83,100,0,0,0,0
2023-01-04T05:00,51.5,100,100,35,85,0,0,0,0
2023-01-04T06:00,51.8,100,97,17,73,0,0,0,0
2023-01-04T07:00,51.1,100,99,35,55,0,0,0,0
2023-01-04T08:00,50.5,100,99,60,38,0,0,0,0
2023-01-04T09:00,49.5,100,100,71,79,0,0,0,0
2023-01-04T10:00,48.6,100,100,8,43,0,0,0,0
2023-01-04T11:00,48.1,100,100,15,90,0,0,0,0
2023-01-04T12:00,47.8,100,100,31,94,0,0,0,0
2023-01-04T13:00,47.8,100,100,26,89,0,0,0,0
2023-01-04T14:00,49.1,100,100,68,100,13,0,13,0
2023-01-04T15:00,49.6,100,100,97,100,22,0,22,0
2023-01-04T16:00,51.3,100,100,90,100,36,0,36,0
2023-01-04T17:00,51.8,100,98,21,100,58,4,54,4.8
2023-01-04T18:00,54.7,100,90,61,100,86,4,82,9.6
2023-01-04T19:00,57.5,100,78,98,100,104,6,98,13.6
2023-01-04T20:00,55.8,100,98,99,100,43,0,43,8.1
2023-01-04T21:00,55.1,100,77,100,100,16,0,16,0
2023-01-04T22:00,54.4,100,68,91,100,2,0,2,0
2023-01-04T23:00,53.8,100,24,96,86,0,0,0,0
2023-01-05T00:00,53.7,48,4,70,7,0,0,0,0
2023-01-05T01:00,54.3,65,12,79,23,0,0,0,0
2023-01-05T02:00,55.2,92,32,100,11,0,0,0,0
2023-01-05T03:00,55.9,52,24,51,1,0,0,0,0
2023-01-05T04:00,56.4,47,36,25,0,0,0,0,0
2023-01-05T05:00,56.5,66,50,35,0,0,0,0,0
2023-01-05T06:00,55.6,85,76,28,0,0,0,0,0
2023-01-05T07:00,53.3,90,89,17,0,0,0,0,0
2023-01-05T08:00,51.2,92,100,4,0,0,0,0,0
2023-01-05T09:00,49.5,79,87,0,1,0,0,0,0
2023-01-05T10:00,47.7,47,39,0,38,0,0,0,0
2023-01-05T11:00,46.4,38,14,0,85,0,0,0,0
2023-01-05T12:00,45.2,35,5,3,97,0,0,0,0
2023-01-05T13:00,43.9,50,3,30,99,3,0,3,0
2023-01-05T14:00,44.3,44,3,20,96,74,24,50,85
2023-01-05T15:00,46.3,72,0,72,95,186,95,91,281.4
2023-01-05T16:00,48.1,23,10,10,25,286,166,120,425.2
2023-01-05T17:00,49.5,77,82,0,10,336,193,143,468.4
2023-01-05T18:00,51.3,99,93,17,18,381,262,119,566.1
2023-01-05T19:00,52.2,100,52,75,41,235,83,152,433.2
2023-01-05T20:00,51.8,54,22,56,1,173,63,110,193
2023-01-05T21:00,50.6,39,20,35,0,106,56,50,262
2023-01-05T22:00,48.1,64,24,70,0,22,11,11,131.6
2023-01-05T23:00,45.4,66,34,59,0,0,0,0,0
2023-01-06T00:00,43.3,54,40,30,0,0,0,0,0
2023-01-06T01:00,41.5,40,20,37,0,0,0,0,0
2023-01-06T02:00,40.2,36,16,36,0,0,0,0,0
2023-01-06T03:00,39.2,33,15,32,0,0,0,0,0
2023-01-06T04:00,38.4,41,18,41,0,0,0,0,0
2023-01-06T05:00,37.9,29,12,30,0,0,0,0,0
2023-01-06T06:00,37.2,11,8,6,0,0,0,0,0
2023-01-06T07:00,37.3,9,2,12,0,0,0,0,0
2023-01-06T08:00,36.9,51,8,71,4,0,0,0,0
2023-01-06T09:00,36.3,86,11,97,59,0,0,0,0
2023-01-06T10:00,36.7,90,13,98,65,0,0,0,0
2023-01-06T11:00,36.8,100,60,99,86,0,0,0,0
2023-01-06T12:00,36.6,100,92,100,92,0,0,0,0
2023-01-06T13:00,36.8,100,100,100,90,2,0,2,0
2023-01-06T14:00,37.8,100,97,100,88,34,2,32,6.2
2023-01-06T15:00,37.5,100,83,99,91,86,10,76,26
2023-01-06T16:00,38.1,100,69,91,74,136,28,108,56.6
2023-01-06T17:00,39,98,58,76,0,170,59,111,112.2
2023-01-06T18:00,39.6,69,36,61,0,177,62,115,139
2023-01-06T19:00,41.2,52,32,38,0,265,144,121,258.9
2023-01-06T20:00,41.4,32,27,12,0,214,125,89,408.4
2023-01-06T21:00,40.9,49,48,9,0,111,58,53,374
2023-01-06T22:00,38.8,67,60,21,0,20,7,13,125
2023-01-06T23:00,37.7,54,31,43,0,0,0,0,0
2023-01-07T00:00,37,86,47,73,0,0,0,0,0
2023-01-07T01:00,36.4,91,49,78,0,0,0,0,0
2023-01-07T02:00,36,99,53,85,0,0,0,0,0
2023-01-07T03:00,35.8,92,59,65,0,0,0,0,0
2023-01-07T04:00,35,96,65,63,0,0,0,0,0
2023-01-07T05:00,34.2,93,67,54,0,0,0,0,0
2023-01-07T06:00,33.9,98,63,63,10,0,0,0,0
2023-01-07T07:00,34.6,71,43,51,5,0,0,0,0
2023-01-07T08:00,34.4,54,35,28,18,0,0,0,0
2023-01-07T09:00,34.3,71,53,27,24,0,0,0,0
2023-01-07T10:00,34.7,71,42,44,22,0,0,0,0
2023-01-07T11:00,34.9,79,36,65,27,0,0,0,0
2023-01-07T12:00,34.8,80,37,68,18,0,0,0,0
2023-01-07T13:00,35,78,38,64,18,1,0,1,0
2023-01-07T14:00,35.7,92,64,27,59,37,7,30,18.5
2023-01-07T15:00,37,100,100,21,85,132,64,68,149.8
2023-01-07T16:00,37.8,100,99,30,94,194,99,95,278.7
2023-01-07T17:00,37.8,100,66,45,89,160,23,137,169.4
2023-01-07T18:00,38,100,64,62,86,174,26,148,40
2023-01-07T19:00,39.3,100,73,82,93,243,111,132,179.3
2023-01-07T20:00,38.5,100,96,86,36,149,44,105,226.9
2023-01-07T21:00,37.7,86,94,3,0,92,27,65,140.4
2023-01-07T22:00,36.1,70,77,2,0,14,5,9,64.1
2023-01-07T23:00,35,79,86,3,0,0,0,0,0
2023-01-08T00:00,34.1,68,76,0,0,0,0,0,0
2023-01-08T01:00,32.3,61,68,0,0,0,0,0,0
2023-01-08T02:00,31.6,78,87,0,0,0,0,0,0
2023-01-08T03:00,31,83,92,0,0,0,0,0,0
2023-01-08T04:00,30.5,90,100,0,0,0,0,0,0
2023-01-08T05:00,29.9,89,99,0,0,0,0,0,0
2023-01-08T06:00,29.5,90,100,0,0,0,0,0,0
2023-01-08T07:00,29.4,90,100,0,0,0,0,0,0
2023-01-08T08:00,29.1,90,100,0,0,0,0,0,0
2023-01-08T09:00,28.8,88,98,0,0,0,0,0,0
2023-01-08T10:00,28.8,89,99,0,0,0,0,0,0
2023-01-08T11:00,28.7,90,100,0,0,0,0,0,0
2023-01-08T12:00,28.8,90,100,0,0,0,0,0,0
2023-01-08T13:00,28.7,90,100,0,1,3,1,2,0
2023-01-08T14:00,29.5,94,100,0,12,76,36,40,154.8
2023-01-08T15:00,31.3,91,100,0,4,205,131,74,393.3
2023-01-08T16:00,33.3,87,97,0,0,315,222,93,565.3
2023-01-08T17:00,35.1,34,38,0,0,394,291,103,664.2
2023-01-08T18:00,36.9,32,36,0,0,415,310,105,716.5
2023-01-08T19:00,37.3,3,3,0,0,392,319,73,778.4
2023-01-08T20:00,37.6,1,1,0,0,303,246,57,822.2
2023-01-08T21:00,36.4,1,1,0,0,166,121,45,731.2
2023-01-08T22:00,34.3,5,0,5,5,31,19,12,279.9
2023-01-08T23:00,32.6,9,0,1,29,0,0,0,0
2023-01-09T00:00,31.8,3,0,0,11,0,0,0,0
2023-01-09T01:00,31.2,0,0,0,1,0,0,0,0
2023-01-09T02:00,30.7,0,0,0,0,0,0,0,0
2023-01-09T03:00,30.3,0,0,0,0,0,0,0,0
2023-01-09T04:00,30,3,0,5,0,0,0,0,0
2023-01-09T05:00,29.8,14,0,24,0,0,0,0,0
2023-01-09T06:00,30.1,53,10,71,5,0,0,0,0
2023-01-09T07:00,30.6,81,20,91,29,0,0,0,0
2023-01-09T08:00,30.5,95,20,88,81,0,0,0,0
2023-01-09T09:00,30.8,80,50,26,65,0,0,0,0
2023-01-09T10:00,30.2,66,73,0,0,0,0,0,0
2023-01-09T11:00,29.6,74,81,0,5,0,0,0,0
2023-01-09T12:00,29.3,88,80,0,53,0,0,0,0
2023-01-09T13:00,28.9,100,87,0,72,2,0,2,0
2023-01-09T14:00,29.3,76,84,0,1,42,4,38,13
2023-01-09T15:00,30,89,99,0,0,99,20,79,48.3
2023-01-09T16:00,31.8,60,67,0,0,209,82,127,139.8
2023-01-09T17:00,34.3,34,38,0,0,329,223,106,375.5
2023-01-09T18:00,37.1,11,12,0,0,416,334,82,672.6
2023-01-09T19:00,38.7,13,14,0,0,378,289,89,778.2
2023-01-09T20:00,39.1,23,26,0,0,264,192,72,689.8
2023-01-09T21:00,37.3,33,37,0,0,113,70,43,494.9
2023-01-09T22:00,34.6,51,57,0,0,21,11,10,160.2
2023-01-09T23:00,33.3,68,76,0,0,0,0,0,0
2023-01-10T00:00,32.6,83,92,0,0,0,0,0,0
2023-01-10T01:00,32.8,87,97,0,0,0,0,0,0
2023-01-10T02:00,32.6,86,95,1,0,0,0,0,0
2023-01-10T03:00,32.9,83,92,1,0,0,0,0,0
2023-01-10T04:00,32.9,81,90,0,0,0,0,0,0
2023-01-10T05:00,33,75,83,0,0,0,0,0,0
2023-01-10T06:00,32.9,68,76,0,0,0,0,0,0
2023-01-10T07:00,33.3,65,72,0,1,0,0,0,0
2023-01-10T08:00,33.3,75,78,1,13,0,0,0,0
2023-01-10T09:00,33.5,87,79,1,52,0,0,0,0
2023-01-10T10:00,33.3,95,70,18,69,0,0,0,0
2023-01-10T11:00,33.1,91,73,9,67,0,0,0,0
2023-01-10T12:00,33.1,86,64,5,84,0,0,0,0
2023-01-10T13:00,33.1,81,56,4,95,2,0,2,0
2023-01-10T14:00,33.3,100,76,51,97,35,2,33,5.8
2023-01-10T15:00,34.1,100,87,62,87,97,12,85,29.8
2023-01-10T16:00,34.3,100,97,78,85,122,25,97,58
2023-01-10T17:00,34.7,100,100,79,90,167,33,134,71.8
2023-01-10T18:00,34.7,100,100,70,71,198,67,131,123.3
2023-01-10T19:00,34.9,100,100,18,43,105,6,99,89.1
2023-01-10T20:00,34.6,100,100,0,81,92,14,78,24.6
2023-01-10T21:00,34.1,100,98,0,100,54,6,48,40.3
2023-01-10T22:00,33.2,100,96,3,97,10,0,10,11.7
2023-01-10T23:00,32.5,100,92,6,46,0,0,0,0
2023-01-11T00:00,32.3,85,82,10,17,0,0,0,0
2023-01-11T01:00,31.5,81,89,1,2,0,0,0,0
2023-01-11T02:00,31.2,80,89,0,0,0,0,0,0
2023-01-11T03:00,30.9,76,84,0,0,0,0,0,0
2023-01-11T04:00,30.8,80,89,0,0,0,0,0,0
2023-01-11T05:00,30.7,77,86,0,0,0,0,0,0
2023-01-11T06:00,30.7,78,87,0,0,0,0,0,0
2023-01-11T07:00,29.7,89,91,0,22,0,0,0,0
2023-01-11T08:00,29.7,90,93,0,20,0,0,0,0
2023-01-11T09:00,29.7,95,87,0,56,0,0,0,0
2023-01-11T10:00,30,88,91,0,21,0,0,0,0
2023-01-11T11:00,30.3,85,94,0,0,0,0,0,0
2023-01-11T12:00,30.5,78,87,0,0,0,0,0,0
2023-01-11T13:00,30.7,83,83,0,29,2,0,2,0
2023-01-11T14:00,32.1,100,89,0,99,42,10,32,38.9
2023-01-11T15:00,34.1,100,94,2,100,87,9,78,58.5
2023-01-11T16:00,36,100,85,6,100,140,12,128,24.3
2023-01-11T17:00,38.7,67,39,3,100,247,90,157,124.2
2023-01-11T18:00,39.9,45,17,0,100,249,70,179,198.2
2023-01-11T19:00,40.5,62,17,28,100,233,47,186,141.7
2023-01-11T20:00,39.9,92,6,95,100,144,16,128,84.2
2023-01-11T21:00,38.8,100,11,100,100,86,7,79,41.8
2023-01-11T22:00,36.9,100,52,100,100,15,0,15,13.6
2023-01-11T23:00,36.1,100,74,100,56,0,0,0,0
2023-01-12T00:00,35.6,100,52,97,0,0,0,0,0
2023-01-12T01:00,34.4,86,44,77,0,0,0,0,0
2023-01-12T02:00,34,66,39,52,0,0,0,0,0
2023-01-12T03:00,33.3,17,7,18,0,0,0,0,0
2023-01-12T04:00,33.2,12,5,12,0,0,0,0,0
2023-01-12T05:00,33,29,18,22,0,0,0,0,0
2023-01-12T06:00,33.1,37,25,24,0,0,0,0,0
2023-01-12T07:00,34.1,59,40,36,3,0,0,0,0
2023-01-12T08:00,34.4,90,54,64,9,0,0,0,0
2023-01-12T09:00,34.6,100,51,94,42,0,0,0,0
2023-01-12T10:00,34.9,67,10,86,22,0,0,0,0
2023-01-12T11:00,34.7,100,58,97,0,0,0,0,0
2023-01-12T12:00,34.7,100,100,97,0,0,0,0,0
2023-01-12T13:00,35,100,100,97,97,1,0,1,0
2023-01-12T14:00,35.8,100,99,61,100,13,0,13,0
2023-01-12T15:00,37.2,100,98,39,100,46,1,45,1.7
2023-01-12T16:00,38.5,100,95,25,100,62,1,61,2.8
2023-01-12T17:00,39.4,100,99,78,100,75,1,74,2.4
2023-01-12T18:00,40.8,100,98,86,100,121,7,114,9.6
2023-01-12T19:00,40.5,100,98,99,100,73,2,71,11.4
2023-01-12T20:00,40.6,100,82,98,100,46,0,46,1.9
2023-01-12T21:00,40.5,100,87,100,100,24,0,24,0
2023-01-12T22:00,40.2,100,75,100,100,5,0,5,0
2023-01-12T23:00,40.7,100,97,100,100,0,0,0,0
2023-01-13T00:00,41.5,100,100,100,100,0,0,0,0
2023-01-13T01:00,42.7,100,100,100,100,0,0,0,0
2023-01-13T02:00,43.5,100,100,100,100,0,0,0,0
2023-01-13T03:00,43.9,100,100,100,100,0,0,0,0
2023-01-13T04:00,43.8,100,100,100,100,0,0,0,0
2023-01-13T05:00,43.5,100,100,100,100,0,0,0,0
2023-01-13T06:00,43.2,100,100,100,100,0,0,0,0
2023-01-13T07:00,42.4,100,100,100,100,0,0,0,0
2023-01-13T08:00,42,100,100,100,99,0,0,0,0
2023-01-13T09:00,41.4,100,100,100,94,0,0,0,0
2023-01-13T10:00,39.5,100,100,87,43,0,0,0,0
2023-01-13T11:00,36.9,100,97,67,55,0,0,0,0
2023-01-13T12:00,34.2,100,95,75,38,0,0,0,0
2023-01-13T13:00,33,100,97,99,48,2,0,2,0
2023-01-13T14:00,32.4,100,96,95,43,26,2,24,5
2023-01-13T15:00,32.3,100,94,91,33,65,16,49,38.3
2023-01-13T16:00,32.4,100,98,77,4,114,16,98,54.5
2023-01-13T17:00,32.2,100,100,49,0,131,10,121,32.6
2023-01-13T18:00,32.1,100,100,76,0,167,14,153,27.8
2023-01-13T19:00,32,100,100,88,0,110,4,106,21.8
2023-01-13T20:00,31.3,100,100,92,0,93,1,92,5.3
2023-01-13T21:00,30.3,90,100,0,0,59,2,57,6.4
2023-01-13T22:00,29.6,100,100,80,0,14,0,14,3.8
2023-01-13T23:00,29.1,100,100,69,1,0,0,0,0
2023-01-14T00:00,28.7,100,100,37,5,0,0,0,0
2023-01-14T01:00,28.1,100,100,35,2,0,0,0,0
2023-01-14T02:00,27.7,100,100,30,0,0,0,0,0
2023-01-14T03:00,27.1,100,100,28,0,0,0,0,0
2023-01-14T04:00,26.4,100,100,42,0,0,0,0,0
2023-01-14T05:00,25.7,100,100,52,0,0,0,0,0
2023-01-14T06:00,25.2,100,100,43,0,0,0,0,0
2023-01-14T07:00,25.7,100,100,35,0,0,0,0,0
2023-01-14T08:00,25.3,100,100,34,0,0,0,0,0
2023-01-14T09:00,24.8,100,100,26,0,0,0,0,0
2023-01-14T10:00,24.4,99,100,15,0,0,0,0,0
2023-01-14T11:00,24,100,100,8,32,0,0,0,0
2023-01-14T12:00,23.5,99,100,3,23,0,0,0,0
2023-01-14T13:00,23.2,98,100,5,18,2,0,2,0
2023-01-14T14:00,23.2,100,100,4,24,35,0,35,0
2023-01-14T15:00,23.4,90,100,0,0,79,6,73,11.6
2023-01-14T16:00,23.8,90,100,0,0,124,2,122,13.4
2023-01-14T17:00,24.2,90,100,0,0,155,15,140,19.5
2023-01-14T18:00,24.3,90,100,0,0,173,14,159,33.7
2023-01-14T19:00,24.8,90,100,0,0,149,24,125,47.5
2023-01-14T20:00,24.5,90,100,0,0,112,2,110,34.6
2023-01-14T21:00,23.7,90,100,0,0,66,0,66,0.9
2023-01-14T22:00,22.8,90,100,0,0,16,0,16,0
2023-01-14T23:00,22.3,90,100,0,0,0,0,0,0
2023-01-15T00:00,22.1,90,100,0,0,0,0,0,0
2023-01-15T01:00,22.1,90,100,0,0,0,0,0,0
2023-01-15T02:00,22.3,90,100,0,0,0,0,0,0
2023-01-15T03:00,22.4,90,100,0,0,0,0,0,0
2023-01-15T04:00,22.4,86,95,0,0,0,0,0,0
2023-01-15T05:00,22.4,89,99,0,0,0,0,0,0
2023-01-15T06:00,22.1,86,95,0,0,0,0,0,0
2023-01-15T07:00,22.2,90,100,0,0,0,0,0,0
2023-01-15T08:00,21.8,90,100,0,0,0,0,0,0
2023-01-15T09:00,21.5,90,100,0,0,0,0,0,0
2023-01-15T10:00,21.3,90,100,0,0,0,0,0,0
2023-01-15T11:00,21.1,90,100,0,0,0,0,0,0
2023-01-15T12:00,20.9,90,100,0,0,0,0,0,0
2023-01-15T13:00,20.8,90,100,0,0,2,0,2,0
2023-01-15T14:00,21.6,90,100,0,0,44,1,43,0.9
2023-01-15T15:00,23.4,90,100,0,0,130,17,113,35.6
2023-01-15T16:00,25,90,100,0,0,203,17,186,53.1
2023-01-15T17:00,26.5,90,100,0,0,261,55,206,76.4
2023-01-15T18:00,27.9,90,100,0,0,335,152,183,240.3
2023-01-15T19:00,27.4,90,100,0,0,283,113,170,322.3
2023-01-15T20:00,27.3,88,98,0,0,214,75,139,248.4
2023-01-15T21:00,26.6,80,89,0,0,144,58,86,250.4
2023-01-15T22:00,25.1,69,77,0,0,37,15,22,167.3
2023-01-15T23:00,23.7,72,80,0,0,0,0,0,0
2023-01-16T00:00,22.5,69,77,0,0,0,0,0,0
2023-01-16T01:00,21.7,84,93,0,0,0,0,0,0
2023-01-16T02:00,21.2,81,90,0,0,0,0,0,0
2023-01-16T03:00,21.2,80,89,0,0,0,0,0,0
2023-01-16T04:00,21.4,79,88,0,0,0,0,0,0
2023-01-16T05:00,21.2,73,81,0,0,0,0,0,0
2023-01-16T06:00,21,60,67,0,0,0,0,0,0
2023-01-16T07:00,20.8,50,56,0,0,0,0,0,0
2023-01-16T08:00,20.6,39,43,0,0,0,0,0,0
2023-01-16T09:00,20.7,21,23,0,0,0,0,0,0
2023-01-16T10:00,20.3,52,58,0,0,0,0,0,0
2023-01-16T11:00,20.1,51,57,0,0,0,0,0,0
2023-01-16T12:00,20,51,57,0,0,0,0,0,0
2023-01-16T13:00,20.2,60,67,0,0,6,3,3,0
2023-01-16T14:00,22.6,46,50,0,3,108,74,34,321.3
2023-01-16T15:00,26.5,26,14,0,45,255,197,58,636.2
2023-01-16T16:00,30.6,30,5,0,86,378,310,68,778.6
2023-01-16T17:00,33.8,29,1,0,94,450,376,74,852.5
2023-01-16T18:00,35.6,6,2,0,13,465,391,74,878.4
2023-01-16T19:00,35.5,15,0,0,49,410,331,79,844.8
2023-01-16T20:00,35.1,14,0,0,46,319,253,66,786.6
2023-01-16T21:00,33.5,0,0,0,0,184,133,51,697
2023-01-16T22:00,30.6,0,0,0,0,46,29,17,360.3
2023-01-16T23:00,29.3,0,0,0,0,0,0,0,0
2023-01-17T00:00,28.4,0,0,0,0,0,0,0,0
2023-01-17T01:00,27.4,1,0,0,2,0,0,0,0
2023-01-17T02:00,27.9,21,0,0,69,0,0,0,0
2023-01-17T03:00,26.2,24,0,0,79,0,0,0,0
2023-01-17T04:00,27.3,73,48,0,99,0,0,0,0
2023-01-17T05:00,26.7,52,24,1,100,0,0,0,0
2023-01-17T06:00,26.5,31,0,2,100,0,0,0,0
2023-01-17T07:00,26.5,28,0,12,70,0,0,0,0
2023-01-17T08:00,26.4,14,0,9,30,0,0,0,0
2023-01-17T09:00,26.6,48,0,45,70,0,0,0,0
2023-01-17T10:00,27.1,80,0,91,86,0,0,0,0
2023-01-17T11:00,28.3,100,13,99,100,0,0,0,0
2023-01-17T12:00,30,100,43,99,100,0,0,0,0
2023-01-17T13:00,32.1,100,74,100,100,1,0,1,0
2023-01-17T14:00,34,100,100,100,100,15,0,15,0
2023-01-17T15:00,32.2,100,100,99,96,29,0,29,0
2023-01-17T16:00,32.8,100,100,80,25,38,0,38,0
2023-01-17T17:00,34,100,100,70,17,38,0,38,0
2023-01-17T18:00,36.2,100,100,35,11,84,16,68,18.9
2023-01-17T19:00,39.6,100,100,77,0,82,2,80,22
2023-01-17T20:00,39.9,100,100,72,0,53,2,51,4.4
2023-01-17T21:00,39.7,100,100,54,0,33,0,33,2.9
2023-01-17T22:00,39,98,84,38,0,7,0,7,0
2023-01-17T23:00,38.8,100,80,77,0,0,0,0,0
2023-01-18T00:00,37.8,100,90,71,0,0,0,0,0
2023-01-18T01:00,37.8,100,85,50,1,0,0,0,0
2023-01-18T02:00,37.9,100,66,90,24,0,0,0,0
2023-01-18T03:00,38.1,100,97,94,12,0,0,0,0
2023-01-18T04:00,38.6,100,83,92,1,0,0,0,0
2023-01-18T05:00,38.7,100,68,98,0,0,0,0,0
2023-01-18T06:00,38.5,100,93,94,0,0,0,0,0
2023-01-18T07:00,37.9,100,96,87,0,0,0,0,0
2023-01-18T08:00,37.8,100,99,72,0,0,0,0,0
2023-01-18T09:00,37.6,100,99,86,0,0,0,0,0
2023-01-18T10:00,37.1,96,62,67,0,0,0,0,0
2023-01-18T11:00,36.6,100,62,83,0,0,0,0,0
2023-01-18T12:00,36.1,100,98,100,0,0,0,0,0
2023-01-18T13:00,36,100,97,100,0,2,0,2,0
2023-01-18T14:00,36.4,100,99,99,0,30,4,26,14.9
2023-01-18T15:00,37,100,100,99,0,58,0,58,14.6
2023-01-18T16:00,38.6,100,100,99,0,90,6,84,6.2
2023-01-18T17:00,39.3,100,100,96,0,100,11,89,21.8
2023-01-18T18:00,39.3,100,100,92,0,87,1,86,14.3
2023-01-18T19:00,39.6,100,100,97,0,78,0,78,0.3
2023-01-18T20:00,38.9,100,100,94,0,32,0,32,0
2023-01-18T21:00,38.7,100,100,85,0,27,0,27,0
2023-01-18T22:00,38,100,98,68,0,9,0,9,0
2023-01-18T23:00,37.7,100,97,70,0,0,0,0,0
2023-01-19T00:00,37.5,100,99,70,5,0,0,0,0
2023-01-19T01:00,36.6,100,99,61,3,0,0,0,0
2023-01-19T02:00,36.2,100,100,41,0,0,0,0,0
2023-01-19T03:00,35.8,100,96,19,29,0,0,0,0
2023-01-19T04:00,35.5,88,96,0,5,0,0,0,0
2023-01-19T05:00,34.9,100,86,0,97,0,0,0,0
2023-01-19T06:00,34.9,100,98,0,100,0,0,0,0
2023-01-19T07:00,35.3,100,91,0,100,0,0,0,0
2023-01-19T08:00,34.9,100,92,0,100,0,0,0,0
2023-01-19T09:00,35.2,100,90,3,100,0,0,0,0
