,time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h),chilled_water,steam,electricity,temperature_2m (°F)^2,temperature_2m (°F)^3
15408,2023-02-07 08:00:00-05:00,27.6,75,20.7,17.7,1023.3,987.1,0.0,0.0,0.0,1,33,0,7,97,25,13,12,0.0,11.1,20.4,2252.49775,220.734475,25.5769175,761.7600000000001,21024.576000000005
15409,2023-02-07 09:00:00-05:00,31.4,68,22.1,21.2,1021.5,985.7,0.0,0.0,0.0,1,42,0,20,100,154,91,63,350.9,11.9,25.6,2263.835,211.976175,26.374995,985.9599999999999,30959.143999999997
15410,2023-02-07 10:00:00-05:00,35.4,60,22.7,24.7,1020.0,984.5,0.0,0.0,0.0,1,29,0,1,96,268,115,153,392.9,13.5,22.2,2322.0605,180.245025,26.32516,1253.1599999999999,44361.863999999994
15411,2023-02-07 11:00:00-05:00,38.9,54,23.6,27.8,1018.7,983.5,0.0,0.0,0.0,2,73,0,73,96,396,227,169,416.2,14.7,23.7,2323.138,167.0406,26.73794,1513.2099999999998,58863.86899999999
15412,2023-02-07 12:00:00-05:00,41.3,51,24.4,30.1,1016.8,981.8,0.0,0.0,0.0,3,85,0,93,97,425,203,222,466.5,15.0,24.6,2398.77175,160.6507,26.93619,1705.6899999999998,70444.99699999999
15413,2023-02-07 13:00:00-05:00,42.2,51,25.5,31.0,1015.1,980.3,0.0,0.0,0.0,2,78,0,81,99,345,79,266,272.6,15.3,26.2,2610.431,135.458225,26.41151,1780.8400000000001,75151.44800000002
15414,2023-02-07 14:00:00-05:00,41.5,56,26.9,30.6,1014.2,979.3,0.0,0.0,0.0,2,70,10,52,100,220,27,193,91.9,15.2,26.2,2468.942,143.25605,26.905775,1722.25,71473.375
15415,2023-02-07 15:00:00-05:00,41.7,57,27.8,31.6,1014.2,979.4,0.0,0.0,0.0,2,72,22,39,96,176,22,154,46.5,13.4,23.6,2404.1105,154.997175,28.575055,1738.8900000000003,72511.71300000002
15416,2023-02-07 16:00:00-05:00,41.4,61,28.8,32.0,1014.4,979.5,0.004,0.004,0.0,51,100,49,79,33,118,34,84,83.4,12.0,21.7,2435.1145,145.148975,28.0081075,1713.9599999999998,70957.94399999999
15417,2023-02-07 17:00:00-05:00,40.5,68,30.6,31.9,1014.9,979.9,0.008,0.008,0.0,51,92,36,88,23,55,11,44,97.2,10.8,21.0,2492.267,150.9043,27.555075,1640.25,66430.125
15418,2023-02-07 18:00:00-05:00,39.1,78,32.9,30.8,1014.8,979.8,0.008,0.008,0.0,51,34,14,35,2,2,0,2,9.8,10.8,21.5,2403.304,156.83985,26.7315475,1528.8100000000002,59776.471000000005
15419,2023-02-07 19:00:00-05:00,38.2,83,33.6,30.6,1015.4,980.3,0.0,0.0,0.0,1,41,26,29,0,0,0,0,0.0,9.6,19.6,2367.03625,150.8986,25.77384,1459.2400000000002,55742.968000000015
15420,2023-02-07 20:00:00-05:00,37.9,86,34.2,30.7,1016.2,981.0,0.0,0.0,0.0,3,80,51,57,0,0,0,0,0.0,8.9,18.3,2393.2345,150.19225,24.7659325,1436.4099999999999,54439.93899999999
15421,2023-02-07 21:00:00-05:00,38.2,87,34.7,31.4,1016.6,981.4,0.0,0.0,0.0,2,79,74,21,0,0,0,0,0.0,8.1,16.9,2326.8285,152.110475,23.8938625,1459.2400000000002,55742.968000000015
15422,2023-02-07 22:00:00-05:00,37.9,90,35.3,32.1,1016.7,981.5,0.004,0.004,0.0,51,72,79,1,0,0,0,0,0.0,6.1,14.0,2309.6315,146.1443,22.9232425,1436.4099999999999,54439.93899999999
15423,2023-02-07 23:00:00-05:00,37.8,92,35.7,32.5,1017.2,982.0,0.004,0.004,0.0,51,68,75,0,0,0,0,0,0.0,4.7,11.9,2300.09575,141.367275,22.333035,1428.8399999999997,54010.15199999999
15424,2023-02-08 00:00:00-05:00,37.7,94,36.1,31.9,1018.0,982.7,0.004,0.004,0.0,51,75,83,0,0,0,0,0,0.0,6.3,12.9,2300.94775,137.951575,22.0574775,1421.2900000000002,53582.63300000001
15425,2023-02-08 01:00:00-05:00,37.9,96,36.8,32.3,1018.6,983.3,0.0,0.0,0.0,2,74,82,0,0,0,0,0,0.0,6.1,13.7,2276.61175,136.58205,21.6287925,1436.4099999999999,54439.93899999999
15426,2023-02-08 02:00:00-05:00,37.6,98,36.9,31.8,1019.3,984.0,0.0,0.0,0.0,2,59,65,0,0,0,0,0,0.0,6.5,13.9,2235.8225,131.2469,21.3707675,1413.7600000000002,53157.376000000004
15427,2023-02-08 03:00:00-05:00,36.9,97,36.2,31.0,1019.8,984.4,0.0,0.0,0.0,2,75,83,0,0,0,0,0,0.0,6.7,13.9,2274.6515,141.231975,21.34086,1361.61,50243.40899999999
15428,2023-02-08 04:00:00-05:00,36.0,97,35.2,29.8,1020.2,984.8,0.0,0.0,0.0,2,68,76,0,0,0,0,0,0.0,6.9,13.9,2216.095,150.653975,21.67906,1296.0,46656.0
15429,2023-02-08 05:00:00-05:00,35.1,96,34.2,28.9,1020.8,985.3,0.0,0.0,0.0,2,61,68,0,0,0,0,0,0.0,6.4,13.8,2244.7625,162.0017,22.6361225,1232.01,43243.55100000001
15430,2023-02-08 06:00:00-05:00,34.2,96,33.3,28.2,1021.8,986.2,0.0,0.0,0.0,2,59,65,1,0,0,0,0,0.0,5.7,13.4,2430.314,170.549325,24.17136,1169.64,40001.68800000001
15431,2023-02-08 07:00:00-05:00,33.9,96,32.8,27.6,1022.2,986.5,0.0,0.0,0.0,2,57,63,0,0,0,0,0,0.0,6.0,13.6,2410.00425,181.581775,25.562725,1149.2099999999998,38958.219
15432,2023-02-08 08:00:00-05:00,34.0,95,32.6,27.4,1023.7,988.0,0.0,0.0,0.0,2,67,74,0,0,15,4,11,0.0,6.6,13.4,2325.3785,183.789125,26.932325,1156.0,39304.0
15433,2023-02-08 09:00:00-05:00,35.2,91,33.0,28.7,1023.9,988.3,0.0,0.0,0.0,2,59,66,0,0,104,43,61,127.0,6.8,12.4,2396.3835,174.260825,28.190095,1239.0400000000002,43614.20800000001
15434,2023-02-08 10:00:00-05:00,36.9,79,30.9,30.1,1024.6,989.1,0.0,0.0,0.0,1,48,53,0,0,264,177,87,364.3,6.5,10.3,2555.4995,160.802525,28.3420725,1361.61,50243.40899999999
15435,2023-02-08 11:00:00-05:00,39.9,72,31.5,32.5,1024.9,989.6,0.0,0.0,0.0,2,67,74,0,0,330,186,144,469.3,8.3,13.1,2499.901,149.0497,28.2597125,1592.01,63521.19899999999
15436,2023-02-08 12:00:00-05:00,41.5,67,31.3,34.2,1025.2,990.0,0.0,0.0,0.0,2,77,85,0,0,367,225,142,413.8,8.1,12.9,2568.09325,136.37695,27.6086,1722.25,71473.375
15437,2023-02-08 13:00:00-05:00,43.2,61,30.7,36.2,1024.9,989.8,0.0,0.0,0.0,2,63,70,0,0,404,261,143,460.8,7.1,11.8,2610.1615,128.751675,27.81949,1866.2400000000002,80621.56800000001
15438,2023-02-08 14:00:00-05:00,44.1,59,30.6,37.9,1024.1,989.1,0.0,0.0,0.0,0,12,13,0,0,429,239,190,470.9,5.2,9.1,2701.1695,126.4089,28.0851875,1944.8100000000002,85766.12100000001
15439,2023-02-08 15:00:00-05:00,45.0,57,30.6,39.3,1023.6,988.7,0.0,0.0,0.0,0,0,0,0,0,411,321,90,610.2,3.8,7.0,2677.12925,120.7379,28.282385,2025.0,91125.0
15440,2023-02-08 16:00:00-05:00,45.0,58,31.0,39.5,1024.4,989.4,0.0,0.0,0.0,0,0,0,0,0,292,233,59,775.1,3.6,6.6,2676.77075,122.148975,28.2534175,2025.0,91125.0
15441,2023-02-08 17:00:00-05:00,43.9,62,31.6,38.1,1024.6,989.5,0.0,0.0,0.0,0,1,1,0,0,126,88,38,676.5,4.5,6.3,2576.53325,135.03095,27.8177125,1927.2099999999998,84604.51899999999
15442,2023-02-08 18:00:00-05:00,41.9,66,31.4,36.6,1025.2,990.0,0.0,0.0,0.0,0,0,0,0,0,8,4,4,88.5,3.3,5.6,2546.75375,149.916975,27.25709,1755.61,73560.059
15443,2023-02-08 19:00:00-05:00,39.4,72,31.1,33.8,1025.3,989.9,0.0,0.0,0.0,1,30,0,0,99,0,0,0,0.0,3.9,7.6,2415.59725,162.055975,26.2912,1552.36,61162.984
15444,2023-02-08 20:00:00-05:00,37.4,75,30.3,31.7,1025.9,990.4,0.0,0.0,0.0,0,18,0,0,61,0,0,0,0.0,3.8,9.2,2358.42825,165.536325,25.0630025,1398.76,52313.623999999996
15445,2023-02-08 21:00:00-05:00,37.4,74,30.0,31.8,1026.0,990.5,0.0,0.0,0.0,1,30,0,0,100,0,0,0,0.0,3.4,8.8,2328.911,172.371475,24.4915275,1398.76,52313.623999999996
15446,2023-02-08 22:00:00-05:00,37.0,75,29.7,31.4,1025.6,990.0,0.0,0.0,0.0,1,30,0,0,100,0,0,0,0.0,3.5,9.0,2328.70075,173.544325,23.40751,1369.0,50653.0
15447,2023-02-08 23:00:00-05:00,36.0,77,29.4,30.2,1025.2,989.6,0.0,0.0,0.0,1,30,0,0,100,0,0,0,0.0,3.6,7.7,2246.683,172.28445,22.8103075,1296.0,46656.0
15448,2023-02-09 00:00:00-05:00,34.7,80,29.2,28.8,1024.9,989.2,0.0,0.0,0.0,1,30,0,0,100,0,0,0,0.0,4.0,5.9,2225.03275,167.289525,22.34662,1204.0900000000001,41781.92300000001
15449,2023-02-09 01:00:00-05:00,33.3,84,29.0,27.5,1024.9,989.1,0.0,0.0,0.0,0,12,0,0,39,0,0,0,0.0,3.8,6.5,2253.45075,176.011875,22.0317225,1108.8899999999999,36926.03699999999
15450,2023-02-09 02:00:00-05:00,34.0,79,28.0,27.2,1023.5,987.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5.5,11.2,2213.8795,173.59725,21.8254125,1156.0,39304.0
15451,2023-02-09 03:00:00-05:00,34.1,77,27.8,27.4,1023.4,987.7,0.0,0.0,0.0,0,8,0,0,27,0,0,0,0.0,5.3,13.0,2233.4995,173.554975,21.726665,1162.8100000000002,39651.821
15452,2023-02-09 04:00:00-05:00,34.1,77,27.7,26.6,1022.9,987.2,0.0,0.0,0.0,1,46,0,26,100,0,0,0,0.0,7.1,15.2,2241.63125,181.540375,22.0492725,1162.8100000000002,39651.821
15453,2023-02-09 05:00:00-05:00,36.0,73,28.1,28.2,1021.8,986.3,0.0,0.0,0.0,3,87,0,95,100,0,0,0,0.0,8.1,17.3,2331.58475,175.7793,22.97537,1296.0,46656.0
15454,2023-02-09 06:00:00-05:00,37.8,68,28.2,29.5,1021.1,985.7,0.0,0.0,0.0,3,90,0,100,100,0,0,0,0.0,9.1,18.7,2370.711,169.631075,24.480425,1428.8399999999997,54010.15199999999
15455,2023-02-09 07:00:00-05:00,39.2,66,28.8,30.6,1020.5,985.3,0.004,0.004,0.0,51,100,21,100,100,0,0,0,0.0,10.2,20.6,2405.05425,181.292525,25.748965,1536.6400000000003,60236.288000000015
15456,2023-02-09 08:00:00-05:00,38.5,83,33.8,30.4,1020.3,985.0,0.028,0.028,0.0,53,100,73,100,100,4,0,4,0.0,10.7,20.6,2385.38675,182.55535,27.31061,1482.25,57066.625
15457,2023-02-09 09:00:00-05:00,38.3,92,36.2,30.0,1019.2,983.9,0.055,0.055,0.0,61,100,97,100,100,13,0,13,0.0,12.4,23.0,2392.422,177.13775,28.3310275,1466.8899999999999,56181.88699999999
15458,2023-02-09 10:00:00-05:00,38.7,93,36.9,29.6,1017.0,981.9,0.087,0.087,0.0,61,100,28,100,100,20,0,20,0.0,14.4,25.8,2431.9165,170.190175,29.115755,1497.6900000000003,57960.60300000001
15459,2023-02-09 11:00:00-05:00,39.5,93,37.6,30.2,1015.5,980.5,0.083,0.083,0.0,61,100,49,100,100,33,0,33,0.0,15.1,27.1,2448.88925,161.1396,29.2841925,1560.25,61629.875
15460,2023-02-09 12:00:00-05:00,40.9,94,39.2,31.9,1013.7,978.8,0.047,0.047,0.0,55,100,34,100,100,58,0,58,0.0,15.4,27.5,2571.2715,136.80005,29.1122225,1672.81,68417.92899999999
15461,2023-02-09 13:00:00-05:00,43.0,94,41.3,34.2,1011.9,977.2,0.02,0.02,0.0,53,100,36,100,100,106,2,104,2.0,15.7,28.1,2605.071,130.686975,29.027895,1849.0,79507.0
15462,2023-02-09 14:00:00-05:00,44.6,92,42.3,36.2,1010.1,975.6,0.012,0.012,0.0,51,100,45,98,100,81,0,81,2.0,15.4,27.8,2656.77,132.963875,29.30371,1989.16,88716.53600000001
15463,2023-02-09 15:00:00-05:00,46.6,88,43.1,38.5,1008.7,974.4,0.024,0.024,0.0,53,100,32,100,92,75,0,75,0.0,15.0,27.4,2643.834,128.975375,29.1146275,2171.56,101194.69600000001
15464,2023-02-09 16:00:00-05:00,47.0,89,44.0,39.0,1007.6,973.3,0.004,0.004,0.0,51,76,13,66,82,37,0,37,0.0,15.3,27.8,2656.817,121.57625,28.666385,2209.0,103823.0
15465,2023-02-09 17:00:00-05:00,47.7,89,44.6,40.5,1007.3,973.1,0.0,0.0,0.0,1,42,11,34,38,55,18,37,56.7,13.9,26.0,2743.1085,117.587975,27.68,2275.2900000000004,108531.33300000001
15466,2023-02-09 18:00:00-05:00,47.1,92,44.9,39.6,1006.7,972.5,0.0,0.0,0.0,0,16,8,15,0,7,2,5,21.6,14.7,27.6,2697.747,116.964675,26.90649,2218.4100000000003,104487.111
15467,2023-02-09 19:00:00-05:00,46.9,94,45.2,39.3,1006.3,972.1,0.0,0.0,0.0,1,27,5,38,0,0,0,0,0.0,15.2,28.7,2627.87475,113.010925,25.955745,2199.6099999999997,103161.70899999999
15468,2023-02-09 20:00:00-05:00,48.2,94,46.7,41.0,1005.1,971.0,0.0,0.0,0.0,1,47,5,70,0,0,0,0,0.0,15.0,28.4,2607.6005,109.61825,24.77237,2323.2400000000002,111980.16800000002
15469,2023-02-09 21:00:00-05:00,48.6,95,47.3,41.4,1003.9,969.9,0.0,0.0,0.0,1,32,8,41,0,0,0,0,0.0,15.4,28.3,2536.539,106.853375,24.0573075,2361.96,114791.25600000001
15470,2023-02-09 22:00:00-05:00,50.1,94,48.4,43.5,1003.1,969.2,0.0,0.0,0.0,1,30,9,36,0,0,0,0,0.0,14.6,26.9,2540.58425,104.765775,22.94716,2510.01,125751.501
15471,2023-02-09 23:00:00-05:00,50.9,94,49.4,46.6,1004.0,970.1,0.008,0.008,0.0,51,100,81,86,0,0,0,0,0.0,9.8,19.7,2706.31825,99.45885,22.2627975,2590.81,131872.229
15472,2023-02-10 00:00:00-05:00,51.7,94,50.2,49.6,1004.5,970.6,0.031,0.031,0.0,53,100,100,98,0,0,0,0,0.0,5.3,14.0,2722.0915,95.6854625,21.717255,2672.8900000000003,138188.41300000003
15473,2023-02-10 01:00:00-05:00,51.3,95,50.1,49.0,1004.9,971.0,0.016,0.016,0.0,51,100,100,77,0,0,0,0,0.0,5.7,12.9,2559.4195,101.478615,21.4091075,2631.6899999999996,135005.697
15474,2023-02-10 02:00:00-05:00,49.2,93,47.1,45.1,1005.5,971.5,0.004,0.004,0.0,51,97,93,22,0,0,0,0,0.0,7.9,15.8,2403.7115,108.193475,21.25681,2420.6400000000003,119095.48800000003
15475,2023-02-10 03:00:00-05:00,47.4,91,44.9,41.4,1006.4,972.2,0.004,0.004,0.0,51,85,90,7,0,0,0,0,0.0,10.9,19.8,2245.82325,111.668275,21.1500375,2246.7599999999998,106496.42399999998
15476,2023-02-10 04:00:00-05:00,44.9,87,41.3,38.5,1007.4,973.0,0.0,0.0,0.0,3,100,99,30,0,0,0,0,0.0,10.1,18.5,2246.28925,118.625325,21.4219825,2016.0099999999998,90518.84899999999
15477,2023-02-10 05:00:00-05:00,43.1,86,39.2,37.3,1007.8,973.3,0.004,0.004,0.0,51,100,99,62,0,0,0,0,0.0,7.6,14.5,2371.39525,134.2099,22.33643,1857.6100000000001,80062.99100000001
15478,2023-02-10 06:00:00-05:00,41.6,86,37.8,35.2,1009.1,974.4,0.0,0.0,0.0,3,100,97,89,0,0,0,0,0.0,8.4,16.2,2466.37975,140.48095,23.948535,1730.5600000000002,71991.296
15479,2023-02-10 07:00:00-05:00,40.7,84,36.4,33.3,1010.0,975.2,0.0,0.0,0.0,3,100,98,94,0,0,0,0,0.0,10.2,19.3,2504.4055,146.585325,25.3897675,1656.4900000000002,67419.14300000001
15480,2023-02-10 08:00:00-05:00,40.1,83,35.2,32.0,1011.0,976.2,0.0,0.0,0.0,3,100,92,55,0,7,1,6,0.0,11.4,20.7,2560.87,149.1997,26.800365,1608.0100000000002,64481.20100000001
15481,2023-02-10 09:00:00-05:00,40.2,79,34.2,31.6,1012.4,977.5,0.0,0.0,0.0,3,87,88,13,0,53,14,39,39.1,12.2,20.9,2477.08925,151.103475,27.729055,1616.0400000000002,64964.80800000001
15482,2023-02-10 10:00:00-05:00,40.7,72,32.5,31.4,1013.4,978.5,0.0,0.0,0.0,3,89,95,5,0,146,37,109,87.1,13.2,21.5,2579.5235,156.8468,28.55755,1656.4900000000002,67419.14300000001
15483,2023-02-10 11:00:00-05:00,41.0,70,32.1,31.7,1014.3,979.4,0.0,0.0,0.0,3,93,97,9,0,158,33,125,91.4,13.0,21.0,2526.8655,157.822825,28.8425575,1681.0,68921.0
15484,2023-02-10 12:00:00-05:00,41.4,69,32.1,32.1,1015.2,980.3,0.0,0.0,0.0,3,97,100,11,0,163,8,155,41.0,13.0,20.6,2483.144,155.215325,28.6459225,1713.9599999999998,70957.94399999999
15485,2023-02-10 13:00:00-05:00,41.9,68,32.1,33.0,1015.2,980.3,0.0,0.0,0.0,3,100,100,18,0,181,22,159,24.9,12.1,19.5,2498.60425,148.3189,28.9183375,1755.61,73560.059
15486,2023-02-10 14:00:00-05:00,41.8,66,31.5,33.2,1015.2,980.3,0.0,0.0,0.0,3,96,99,11,0,167,24,143,45.5,11.2,18.3,2562.936,157.675225,28.88625,1747.2399999999998,73034.63199999998
15487,2023-02-10 15:00:00-05:00,41.6,66,31.2,33.0,1015.7,980.8,0.0,0.0,0.0,3,92,100,4,0,124,10,114,34.6,11.0,17.9,2551.918,145.354675,28.743475,1730.5600000000002,71991.296
15488,2023-02-10 16:00:00-05:00,41.1,68,31.3,33.1,1016.1,981.1,0.0,0.0,0.0,3,100,98,45,0,90,13,77,32.2,9.6,16.1,2568.67525,158.07395,28.3504225,1689.21,69426.531
15489,2023-02-10 17:00:00-05:00,40.1,70,31.2,32.7,1016.4,981.4,0.0,0.0,0.0,3,100,87,91,0,34,3,31,31.5,8.1,15.0,2518.3265,152.82825,27.482515,1608.0100000000002,64481.20100000001
15490,2023-02-10 18:00:00-05:00,39.0,73,31.2,31.9,1017.2,982.1,0.004,0.004,0.0,51,88,51,70,0,2,0,2,2.8,7.5,14.6,2433.98775,156.67065,26.316675,1521.0,59319.0
15491,2023-02-10 19:00:00-05:00,38.0,77,31.5,30.3,1018.0,982.8,0.016,0.012,0.028,71,53,23,53,0,0,0,0,0.0,9.0,16.4,2423.09775,150.2917,25.338085,1444.0,54872.0
15492,2023-02-10 20:00:00-05:00,36.0,83,31.4,28.1,1018.7,983.3,0.008,0.004,0.028,71,73,42,59,0,0,0,0,0.0,9.6,17.4,2343.30075,171.46915,24.5119425,1296.0,46656.0
15493,2023-02-10 21:00:00-05:00,34.5,83,29.7,26.6,1019.4,983.9,0.004,0.0,0.028,71,29,11,32,0,0,0,0,0.0,9.0,16.5,2286.18225,161.983575,23.8100225,1190.25,41063.625
15494,2023-02-10 22:00:00-05:00,33.5,79,27.6,25.0,1019.9,984.3,0.0,0.0,0.0,0,15,13,5,0,0,0,0,0.0,9.6,17.3,2275.616,167.97765,23.01116,1122.25,37595.375
15495,2023-02-10 23:00:00-05:00,32.8,73,25.1,23.5,1020.2,984.5,0.0,0.0,0.0,0,20,21,1,0,0,0,0,0.0,10.7,19.1,2302.16825,159.7977,22.3471575,1075.84,35287.55199999999
15496,2023-02-11 00:00:00-05:00,32.2,68,22.8,22.1,1020.5,984.8,0.0,0.0,0.0,1,26,26,4,0,0,0,0,0.0,11.8,20.4,2269.44675,171.04645,22.0186,1036.8400000000001,33386.24800000001
15497,2023-02-11 01:00:00-05:00,31.3,65,21.0,20.8,1021.2,985.4,0.0,0.0,0.0,2,77,82,6,0,0,0,0,0.0,12.5,21.0,2252.3805,173.982675,21.80262,979.69,30664.297000000002
15498,2023-02-11 02:00:00-05:00,31.0,63,20.0,20.3,1021.9,986.0,0.0,0.0,0.0,3,87,88,13,0,0,0,0,0.0,12.8,21.0,2225.39,173.305525,21.743245,961.0,29791.0
15499,2023-02-11 03:00:00-05:00,30.7,63,19.8,20.1,1022.8,986.9,0.004,0.0,0.028,71,87,79,27,0,0,0,0,0.0,12.5,20.5,2156.947,173.449775,21.5758775,942.49,28934.443
15500,2023-02-11 04:00:00-05:00,30.6,65,20.2,20.2,1023.6,987.6,0.004,0.0,0.028,71,85,93,2,0,0,0,0,0.0,12.0,19.4,2207.029,183.062775,21.7278825,936.3600000000001,28652.616000000005
15501,2023-02-11 05:00:00-05:00,30.4,64,19.8,20.6,1024.5,988.5,0.0,0.0,0.0,3,82,91,0,0,0,0,0,0.0,10.5,17.2,2232.514,197.56705,21.9234325,924.16,28094.463999999996
15502,2023-02-11 06:00:00-05:00,30.1,63,19.0,20.3,1025.4,989.4,0.0,0.0,0.0,2,75,83,0,0,0,0,0,0.0,10.5,16.8,2267.1235,209.308525,23.0397875,906.0100000000001,27270.901000000005
15503,2023-02-11 07:00:00-05:00,29.7,63,18.7,20.0,1026.7,990.6,0.0,0.0,0.0,3,82,91,0,0,0,0,0,0.0,10.1,16.2,2326.80175,208.983775,23.98675,882.0899999999999,26198.072999999997
15504,2023-02-11 08:00:00-05:00,29.7,62,18.3,20.0,1028.0,991.8,0.0,0.0,0.0,3,89,99,0,0,15,2,13,0.0,10.2,15.7,2352.97925,203.941825,24.3184225,882.0899999999999,26198.072999999997
15505,2023-02-11 09:00:00-05:00,30.3,61,18.5,20.8,1028.7,992.6,0.0,0.0,0.0,3,90,100,0,0,87,13,74,48.3,9.4,14.3,2329.734,205.95745,24.8520725,918.09,27818.127
15506,2023-02-11 10:00:00-05:00,30.9,60,18.8,21.9,1028.9,992.8,0.0,0.0,0.0,3,90,100,0,0,122,1,121,29.2,8.4,12.3,2321.32075,204.7379,25.25519,954.81,29503.628999999997
15507,2023-02-11 11:00:00-05:00,32.3,58,19.2,23.8,1029.5,993.5,0.0,0.0,0.0,3,90,100,0,0,209,38,171,37.4,7.1,10.4,2346.465,190.372975,25.576915,1043.2899999999997,33698.26699999999
15508,2023-02-11 12:00:00-05:00,33.8,56,19.7,26.0,1028.9,993.0,0.0,0.0,0.0,3,90,100,0,0,299,61,238,97.0,5.7,8.3,2333.70475,187.503625,25.8516,1142.4399999999998,38614.47199999999
15509,2023-02-11 13:00:00-05:00,35.5,53,20.1,28.2,1027.9,992.2,0.0,0.0,0.0,3,90,100,0,0,360,109,251,156.2,4.8,6.8,2353.07175,184.8283,25.915015,1260.25,44738.875
15510,2023-02-11 14:00:00-05:00,36.5,54,21.3,29.4,1026.9,991.3,0.0,0.0,0.0,3,90,100,0,0,346,110,236,203.4,4.5,6.3,2308.35675,176.9096,25.7086725,1332.25,48627.125
15511,2023-02-11 15:00:00-05:00,37.8,51,21.4,30.7,1026.6,991.1,0.0,0.0,0.0,2,64,71,0,0,336,145,191,260.2,4.4,6.5,2325.94625,167.594075,25.7323,1428.8399999999997,54010.15199999999
15512,2023-02-11 16:00:00-05:00,38.3,50,21.3,31.4,1025.5,990.0,0.0,0.0,0.0,0,1,1,0,0,271,184,87,454.3,4.0,6.2,2388.281,164.33295,25.5298525,1466.8899999999999,56181.88699999999
15513,2023-02-11 17:00:00-05:00,37.2,55,22.5,30.6,1025.5,990.0,0.0,0.0,0.0,0,0,0,0,0,138,97,41,600.2,3.6,5.5,2362.28775,165.800225,25.618315,1383.8400000000001,51478.84800000001
15514,2023-02-11 18:00:00-05:00,34.5,61,22.5,28.0,1025.0,989.3,0.0,0.0,0.0,0,0,0,0,0,12,7,5,124.1,3.4,7.6,2360.0125,182.5694,25.3387525,1190.25,41063.625
15515,2023-02-11 19:00:00-05:00,32.9,63,21.7,25.4,1024.7,988.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,5.6,11.9,2302.5165,185.257375,24.839625,1082.4099999999999,35611.289
15516,2023-02-11 20:00:00-05:00,31.7,63,20.4,23.4,1024.6,988.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,7.2,15.5,2251.74325,178.730475,24.14855,1004.89,31855.013
15517,2023-02-11 21:00:00-05:00,31.4,63,20.3,23.1,1023.7,987.8,0.0,0.0,0.0,0,2,0,0,8,0,0,0,0.0,7.0,15.2,2257.30975,187.6162,23.568355,985.9599999999999,30959.143999999997
15518,2023-02-11 22:00:00-05:00,31.1,63,20.1,22.7,1022.8,986.9,0.0,0.0,0.0,0,10,0,0,34,0,0,0,0.0,7.2,15.4,2299.0565,174.212725,23.0167825,967.21,30080.231000000003
15519,2023-02-11 23:00:00-05:00,31.3,62,19.7,22.2,1022.8,986.9,0.0,0.0,0.0,1,24,0,0,81,0,0,0,0.0,8.8,18.2,2263.13225,170.4454,22.4233125,979.69,30664.297000000002
15520,2023-02-12 00:00:00-05:00,31.2,61,19.5,22.6,1022.5,986.6,0.0,0.0,0.0,0,17,0,0,55,0,0,0,0.0,7.6,16.3,2257.02525,165.98895,22.0698375,973.4399999999999,30371.327999999998
15521,2023-02-12 01:00:00-05:00,30.6,64,19.9,22.3,1022.0,986.1,0.0,0.0,0.0,0,3,0,0,11,0,0,0,0.0,7.1,15.0,2276.54925,167.325925,21.7929925,936.3600000000001,28652.616000000005
15522,2023-02-12 02:00:00-05:00,30.3,65,19.8,22.2,1021.9,986.0,0.0,0.0,0.0,1,28,0,0,92,0,0,0,0.0,6.4,14.0,2178.013,175.6714,21.55912,918.09,27818.127
15523,2023-02-12 03:00:00-05:00,29.8,67,20.1,22.1,1021.4,985.5,0.0,0.0,0.0,0,15,0,0,51,0,0,0,0.0,5.7,12.7,2255.2385,177.17405,21.532675,888.0400000000001,26463.592
15524,2023-02-12 04:00:00-05:00,29.4,69,20.4,21.8,1021.4,985.4,0.0,0.0,0.0,0,9,0,0,30,0,0,0,0.0,5.4,11.9,2212.759,188.207475,21.7450875,864.3599999999999,25412.183999999997
15525,2023-02-12 05:00:00-05:00,29.1,71,20.8,22.3,1020.7,984.7,0.0,0.0,0.0,0,11,0,0,37,0,0,0,0.0,3.7,8.8,2269.705,207.9978,21.9976875,846.8100000000001,24642.171000000002
15526,2023-02-12 06:00:00-05:00,28.8,73,21.1,21.5,1021.1,985.1,0.0,0.0,0.0,1,26,0,0,87,0,0,0,0.0,4.9,9.3,2244.20725,205.558725,23.0085025,829.44,23887.872000000003
15527,2023-02-12 07:00:00-05:00,28.4,74,21.2,21.0,1021.2,985.2,0.0,0.0,0.0,1,29,0,0,95,0,0,0,0.0,5.1,9.1,2367.818,202.763675,23.791555,806.56,22906.303999999996
15528,2023-02-12 08:00:00-05:00,29.1,73,21.6,21.8,1021.1,985.1,0.0,0.0,0.0,1,30,0,0,100,33,13,20,0.0,5.2,9.9,2305.92,192.581625,24.099525,846.8100000000001,24642.171000000002
