time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h)
2023-01-08T18:00,36.9,55,22.2,30.8,1025.2,989.6,0,0,0,1,32,36,0,0,415,310,105,716.5,2.2,3.2
2023-01-08T19:00,37.3,53,21.6,31.3,1023.7,988.2,0,0,0,0,3,3,0,0,392,319,73,778.4,2,2.9
2023-01-08T20:00,37.6,52,21.7,31.3,1022.8,987.4,0,0,0,0,1,1,0,0,303,246,57,822.2,2.7,4
2023-01-08T21:00,36.4,58,23,30.5,1022.1,986.6,0,0,0,0,1,1,0,0,166,121,45,731.2,2.1,3.5
2023-01-08T22:00,34.3,64,23.4,28.3,1021.7,986.1,0,0,0,0,5,0,5,5,31,19,12,279.9,2.5,3.6
2023-01-08T23:00,32.6,67,22.8,26.1,1021.1,985.4,0,0,0,0,9,0,1,29,0,0,0,0,3.6,6.2
2023-01-09T00:00,31.8,68,22.4,25.3,1020.7,984.9,0,0,0,0,3,0,0,11,0,0,0,0,3.4,7.3
2023-01-09T01:00,31.2,71,22.8,24.9,1020.3,984.5,0,0,0,0,0,0,0,1,0,0,0,0,3,6.8
2023-01-09T02:00,30.7,75,23.8,24.9,1019.7,983.9,0,0,0,0,0,0,0,0,0,0,0,0,2.1,5.9
2023-01-09T03:00,30.3,80,24.8,24.6,1018.7,982.9,0,0,0,0,0,0,0,0,0,0,0,0,2,5.8
2023-01-09T04:00,30,83,25.4,24.1,1018.3,982.5,0,0,0,0,3,0,5,0,0,0,0,0,2.7,6.5
2023-01-09T05:00,29.8,85,25.9,24,1018.2,982.4,0,0,0,0,14,0,24,0,0,0,0,0,2.9,6.4
2023-01-09T06:00,30.1,86,26.3,24.6,1017.6,981.8,0,0,0,2,53,10,71,5,0,0,0,0,2.1,5.4
2023-01-09T07:00,30.6,86,27,25.2,1017.2,981.5,0,0,0,3,81,20,91,29,0,0,0,0,2.2,4.6
2023-01-09T08:00,30.5,89,27.5,24.7,1017.1,981.4,0,0,0,3,95,20,88,81,0,0,0,0,3,5.8
2023-01-09T09:00,30.8,87,27.4,24.7,1016.8,981.1,0,0,0,3,80,50,26,65,0,0,0,0,4,7.9
2023-01-09T10:00,30.2,88,27,24.4,1016.7,981,0,0,0,2,66,73,0,0,0,0,0,0,2.9,5.6
2023-01-09T11:00,29.6,88,26.3,23.7,1016.6,980.8,0,0,0,2,74,81,0,5,0,0,0,0,3,5.2
2023-01-09T12:00,29.3,86,25.7,22.5,1017.1,981.3,0,0,0,3,88,80,0,53,0,0,0,0,4.9,8.5
2023-01-09T13:00,28.9,83,24.4,21.9,1017.2,981.4,0,0,0,3,100,87,0,72,2,0,2,0,5.1,9.2
2023-01-09T14:00,29.3,76,22.7,20.8,1017.6,981.8,0,0,0,2,76,84,0,1,42,4,38,13,8.2,12.8
2023-01-09T15:00,30,71,21.9,21.5,1017.8,982,0,0,0,3,89,99,0,0,99,20,79,48.3,8,11.8
2023-01-09T16:00,31.8,65,21.6,23.7,1017.2,981.6,0,0,0,2,60,67,0,0,209,82,127,139.8,6.9,10.1
2023-01-09T17:00,34.3,59,21.6,26.2,1016.1,980.7,0,0,0,1,34,38,0,0,329,223,106,375.5,7.2,10.5
2023-01-09T18:00,37.1,54,22.2,29.2,1014.9,979.7,0,0,0,0,11,12,0,0,416,334,82,672.6,6.7,9.8
2023-01-09T19:00,38.7,56,24.4,31.1,1014.4,979.3,0,0,0,0,13,14,0,0,378,289,89,778.2,6.7,10.1
2023-01-09T20:00,39.1,57,25.1,31.6,1013.8,978.8,0,0,0,1,23,26,0,0,264,192,72,689.8,6.5,10.6
2023-01-09T21:00,37.3,64,26.2,30.2,1014.3,979.1,0,0,0,1,33,37,0,0,113,70,43,494.9,5.8,11
2023-01-09T22:00,34.6,71,26.2,27.3,1014.6,979.3,0,0,0,2,51,57,0,0,21,11,10,160.2,6.3,12.8
2023-01-09T23:00,33.3,75,26.1,25.6,1015,979.5,0,0,0,2,68,76,0,0,0,0,0,0,7.4,14.3
2023-01-10T00:00,32.6,77,26.3,24.4,1015.4,979.9,0,0,0,3,83,92,0,0,0,0,0,0,8.6,15.5
2023-01-10T01:00,32.8,80,27.3,24.6,1015.7,980.2,0,0,0,3,87,97,0,0,0,0,0,0,8.8,15.6
2023-01-10T02:00,32.6,82,27.9,24.4,1015.6,980.1,0,0,0,3,86,95,1,0,0,0,0,0,9,15.9
2023-01-10T03:00,32.9,83,28.4,24.6,1016.1,980.6,0,0,0,3,83,92,1,0,0,0,0,0,9.3,16
2023-01-10T04:00,32.9,85,28.8,24.8,1016,980.5,0,0,0,3,81,90,0,0,0,0,0,0,9.1,15.8
2023-01-10T05:00,33,85,28.9,25,1016.2,980.7,0,0,0,2,75,83,0,0,0,0,0,0,8.9,15.6
2023-01-10T06:00,32.9,85,28.9,25,1016,980.5,0,0,0,2,68,76,0,0,0,0,0,0,8.5,15
2023-01-10T07:00,33.3,86,29.4,25.6,1016.4,980.9,0,0,0,2,65,72,0,1,0,0,0,0,8.1,14.5
2023-01-10T08:00,33.3,85,29.4,25.7,1016.6,981.1,0,0,0,2,75,78,1,13,0,0,0,0,8.1,14.4
2023-01-10T09:00,33.5,85,29.4,26.1,1017,981.5,0,0,0,3,87,79,1,52,0,0,0,0,7.7,13.8
2023-01-10T10:00,33.3,85,29.3,26.3,1016.9,981.4,0,0,0,3,95,70,18,69,0,0,0,0,6.7,12.1
2023-01-10T11:00,33.1,85,29.1,26.4,1017.2,981.7,0,0,0,3,91,73,9,67,0,0,0,0,5.8,10.8
2023-01-10T12:00,33.1,85,29.1,26.5,1017.7,982.1,0,0,0,3,86,64,5,84,0,0,0,0,5.4,10.2
2023-01-10T13:00,33.1,86,29.3,26.7,1017.9,982.3,0.004,0,0.028,71,81,56,4,95,2,0,2,0,5.1,9.2
2023-01-10T14:00,33.3,83,28.7,26.8,1018.3,982.7,0.004,0,0.028,71,100,76,51,97,35,2,33,5.8,5.3,8.1
2023-01-10T15:00,34.1,75,27,27.3,1018.7,983.2,0.004,0,0.028,71,100,87,62,87,97,12,85,29.8,5.2,7.8
2023-01-10T16:00,34.3,73,26.7,27.9,1018.7,983.2,0,0,0,3,100,97,78,85,122,25,97,58,4.5,6.5
2023-01-10T17:00,34.7,70,25.9,28.2,1018.3,982.8,0,0,0,3,100,100,79,90,167,33,134,71.8,4.3,5.8
2023-01-10T18:00,34.7,69,25.4,28.3,1018.1,982.6,0,0,0,3,100,100,70,71,198,67,131,123.3,3.8,5.2
2023-01-10T19:00,34.9,74,27.3,28.7,1018.1,982.6,0,0,0,3,100,100,18,43,105,6,99,89.1,4,5.5
2023-01-10T20:00,34.6,74,27.2,28.2,1018.1,982.6,0,0,0,3,100,100,0,81,92,14,78,24.6,4.5,6.3
2023-01-10T21:00,34.1,75,27,27.6,1018.8,983.3,0,0,0,3,100,98,0,100,54,6,48,40.3,4.7,6.9
2023-01-10T22:00,33.2,77,26.9,27,1019.6,984,0,0,0,3,100,96,3,97,10,0,10,11.7,3.9,5.4
2023-01-10T23:00,32.5,78,26.3,26.4,1020.2,984.5,0,0,0,3,100,92,6,46,0,0,0,0,3.7,5.1
2023-01-11T00:00,32.3,77,25.8,26.1,1020.5,984.8,0,0,0,3,85,82,10,17,0,0,0,0,3.6,4.9
2023-01-11T01:00,31.5,76,24.9,25.2,1021,985.2,0,0,0,3,81,89,1,2,0,0,0,0,3.7,4.9
2023-01-11T02:00,31.2,76,24.4,24.7,1020.9,985.1,0,0,0,3,80,89,0,0,0,0,0,0,3.8,5.6
2023-01-11T03:00,30.9,75,24,24.4,1021.7,985.8,0,0,0,2,76,84,0,0,0,0,0,0,3.9,5.6
2023-01-11T04:00,30.8,74,23.4,24.2,1022.4,986.5,0,0,0,3,80,89,0,0,0,0,0,0,4,5.7
2023-01-11T05:00,30.7,73,23.1,24.1,1021.9,986,0,0,0,2,77,86,0,0,0,0,0,0,4,5.9
2023-01-11T06:00,30.7,73,23,24.1,1021.8,985.9,0,0,0,2,78,87,0,0,0,0,0,0,3.8,5.2
2023-01-11T07:00,29.7,75,22.7,23.4,1022.6,986.6,0,0,0,3,89,91,0,22,0,0,0,0,3.1,4.3
2023-01-11T08:00,29.7,75,22.6,23.5,1023.1,987.1,0,0,0,3,90,93,0,20,0,0,0,0,2.5,3.5
2023-01-11T09:00,29.7,75,22.5,23,1022.7,986.7,0,0,0,3,95,87,0,56,0,0,0,0,3.7,5.3
2023-01-11T10:00,30,74,22.6,23.4,1022.8,986.8,0,0,0,3,88,91,0,21,0,0,0,0,3.6,4.9
2023-01-11T11:00,30.3,74,22.9,23.9,1023.1,987.1,0,0,0,3,85,94,0,0,0,0,0,0,3.1,4.3
2023-01-11T12:00,30.5,74,23.2,24.3,1023.2,987.3,0,0,0,2,78,87,0,0,0,0,0,0,2.8,4.2
2023-01-11T13:00,30.7,74,23.5,24.3,1023,987.1,0,0,0,3,83,83,0,29,2,0,2,0,3.4,5.1
2023-01-11T14:00,32.1,72,24.1,25.4,1022.9,987.1,0,0,0,3,100,89,0,99,42,10,32,38.9,4.2,6.2
2023-01-11T15:00,34.1,70,25.2,27.5,1023.2,987.5,0,0,0,3,100,94,2,100,87,9,78,58.5,4.3,6.7
2023-01-11T16:00,36,68,26.5,29.3,1022.7,987.2,0,0,0,3,100,85,6,100,140,12,128,24.3,5.1,7.5
2023-01-11T17:00,38.7,65,28,31.6,1021.2,985.9,0,0,0,2,67,39,3,100,247,90,157,124.2,6.2,9.3
2023-01-11T18:00,39.9,64,28.8,32.4,1019.7,984.5,0,0,0,1,45,17,0,100,249,70,179,198.2,7.6,11.5
2023-01-11T19:00,40.5,64,29.1,32.9,1019.3,984.2,0,0,0,2,62,17,28,100,233,47,186,141.7,7.8,12.5
2023-01-11T20:00,39.9,66,29.7,33,1019,983.9,0,0,0,3,92,6,95,100,144,16,128,84.2,6.6,11.7
2023-01-11T21:00,38.8,70,29.7,31.7,1019,983.8,0,0,0,3,100,11,100,100,86,7,79,41.8,7.1,13.7
2023-01-11T22:00,36.9,75,29.6,29.8,1018.9,983.6,0,0,0,3,100,52,100,100,15,0,15,13.6,6.8,13.7
2023-01-11T23:00,36.1,77,29.5,28.5,1019.1,983.7,0.004,0.004,0,51,100,74,100,56,0,0,0,0,8.1,16
2023-01-12T00:00,35.6,78,29.3,27.7,1018.9,983.5,0,0,0,3,100,52,97,0,0,0,0,0,8.8,17
2023-01-12T01:00,34.4,80,28.8,26.1,1019,983.5,0,0,0,3,86,44,77,0,0,0,0,0,9.5,17.7
2023-01-12T02:00,34,80,28.6,25.3,1018.8,983.3,0,0,0,2,66,39,52,0,0,0,0,0,10.4,18.8
2023-01-12T03:00,33.3,83,28.7,24.2,1019,983.4,0,0,0,0,17,7,18,0,0,0,0,0,11.1,20.1
2023-01-12T04:00,33.2,84,28.8,23.8,1018.6,983,0,0,0,0,12,5,12,0,0,0,0,0,12,21.5
2023-01-12T05:00,33,84,28.8,23.5,1018.3,982.7,0,0,0,1,29,18,22,0,0,0,0,0,12.4,22
2023-01-12T06:00,33.1,84,28.8,23.6,1018.2,982.6,0,0,0,1,37,25,24,0,0,0,0,0,12.2,21.8
2023-01-12T07:00,34.1,83,29.6,24.6,1017.8,982.3,0,0,0,2,59,40,36,3,0,0,0,0,12.4,21.8
2023-01-12T08:00,34.4,82,29.6,24.9,1017.6,982.1,0,0,0,3,90,54,64,9,0,0,0,0,12.6,22.2
2023-01-12T09:00,34.6,82,29.7,25.3,1017,981.6,0,0,0,3,100,51,94,42,0,0,0,0,12.3,21.9
2023-01-12T10:00,34.9,82,29.9,26.1,1016,980.6,0,0,0,2,67,10,86,22,0,0,0,0,10.9,19.6
2023-01-12T11:00,34.7,84,30.3,25.7,1016.1,980.7,0.004,0.004,0,51,100,58,97,0,0,0,0,0,11.5,20.4
2023-01-12T12:00,34.7,87,31.3,25.5,1016,980.6,0.012,0.008,0.028,71,100,100,97,0,0,0,0,0,12.5,22.1
2023-01-12T13:00,35,90,32.4,25.8,1015.7,980.3,0.016,0.012,0.028,71,100,100,97,97,1,0,1,0,12.7,22.6
2023-01-12T14:00,35.8,91,33.3,26.8,1015.4,980.1,0.004,0.004,0,51,100,99,61,100,13,0,13,0,12.7,22.6
2023-01-12T15:00,37.2,89,34.2,28.1,1015.6,980.4,0,0,0,3,100,98,39,100,46,1,45,1.7,13.4,23.6
2023-01-12T16:00,38.5,87,35.1,29.8,1014.5,979.4,0,0,0,3,100,95,25,100,62,1,61,2.8,12.7,22.4
2023-01-12T17:00,39.4,87,36,31.2,1013.8,978.8,0,0,0,3,100,99,78,100,75,1,74,2.4,12,20.7
2023-01-12T18:00,40.8,86,36.9,33,1012.2,977.4,0,0,0,3,100,98,86,100,121,7,114,9.6,11.5,20.3
2023-01-12T19:00,40.5,88,37.2,32.9,1011,976.2,0,0,0,3,100,98,99,100,73,2,71,11.4,10.8,19.5
2023-01-12T20:00,40.6,90,38,33,1010.5,975.7,0.012,0.012,0,51,100,82,98,100,46,0,46,1.9,11.5,20.7
2023-01-12T21:00,40.5,95,39.3,33.2,1009.4,974.6,0.024,0.024,0,53,100,87,100,100,24,0,24,0,11.3,20.8
2023-01-12T22:00,40.2,100,40.2,33.9,1008.2,973.5,0.051,0.051,0,61,100,75,100,100,5,0,5,0,9.2,17.5
2023-01-12T23:00,40.7,100,40.7,34.6,1006.4,971.8,0.087,0.087,0,61,100,97,100,100,0,0,0,0,9.1,17.2
2023-01-13T00:00,41.5,100,41.5,36.5,1005.6,971,0.114,0.114,0,63,100,100,100,100,0,0,0,0,7,14.9
2023-01-13T01:00,42.7,100,42.7,39.6,1004.6,970.2,0.118,0.118,0,63,100,100,100,100,0,0,0,0,3,9.2
2023-01-13T02:00,43.5,100,43.5,41,1004.5,970.1,0.075,0.075,0,61,100,100,100,100,0,0,0,0,2.1,6.1
2023-01-13T03:00,43.9,100,43.9,41.8,1003.3,969,0.063,0.063,0,61,100,100,100,100,0,0,0,0,1.1,4.2
2023-01-13T04:00,43.8,100,43.8,41.7,1002.6,968.3,0.055,0.055,0,61,100,100,100,100,0,0,0,0,1.1,1.6
2023-01-13T05:00,43.5,100,43.5,41.1,1001.8,967.5,0.055,0.055,0,61,100,100,100,100,0,0,0,0,1.9,1.9
2023-01-13T06:00,43.2,100,43.2,40.4,1001.1,966.8,0.051,0.051,0,61,100,100,100,100,0,0,0,0,2.5,4.1
2023-01-13T07:00,42.4,100,42.4,39.1,1000.1,965.8,0.063,0.063,0,61,100,100,100,100,0,0,0,0,3.5,7.2
2023-01-13T08:00,42,100,42,37.9,999.9,965.6,0.055,0.055,0,61,100,100,100,99,0,0,0,0,5,10.1
2023-01-13T09:00,41.4,100,41.4,36.2,1000.3,965.9,0.063,0.063,0,61,100,100,100,94,0,0,0,0,7.3,13.6
2023-01-13T10:00,39.5,100,39.5,33.2,1001.6,967,0.083,0.047,0.248,73,100,100,87,43,0,0,0,0,8.9,16.5
2023-01-13T11:00,36.9,99,36.7,30,1002.5,967.7,0.067,0.004,0.441,75,100,97,67,55,0,0,0,0,9.1,17.9
2023-01-13T12:00,34.2,98,33.5,26,1003.7,968.7,0.031,0,0.22,73,100,95,75,38,0,0,0,0,10.8,18.4
2023-01-13T13:00,33,96,32.1,24.3,1004.5,969.4,0.016,0,0.11,73,100,97,99,48,2,0,2,0,11.6,19.5
2023-01-13T14:00,32.4,93,30.5,23.5,1006,970.8,0.016,0,0.11,73,100,96,95,43,26,2,24,5,11.2,19.5
2023-01-13T15:00,32.3,87,28.9,22.6,1007.3,972,0.016,0,0.11,73,100,94,91,33,65,16,49,38.3,12.7,20.4
2023-01-13T16:00,32.4,81,27.3,22.4,1008.1,972.8,0.016,0,0.11,73,100,98,77,4,114,16,98,54.5,13,20.4
2023-01-13T17:00,32.2,77,25.9,22.2,1008.1,972.8,0.012,0,0.083,73,100,100,49,0,131,10,121,32.6,12.5,19.4
2023-01-13T18:00,32.1,73,24.5,22.2,1008.8,973.5,0.008,0,0.055,71,100,100,76,0,167,14,153,27.8,12,18.4
2023-01-13T19:00,32,74,24.6,22.2,1009.6,974.2,0.004,0,0.028,71,100,100,88,0,110,4,106,21.8,11.7,17.8
2023-01-13T20:00,31.3,74,23.8,21.4,1010.4,975,0.004,0,0.028,71,100,100,92,0,93,1,92,5.3,11.8,18.5
2023-01-13T21:00,30.3,74,23.1,20.3,1010.6,975.1,0.004,0,0.028,71,90,100,0,0,59,2,57,6.4,11.7,18.3
2023-01-13T22:00,29.6,74,22.5,20.5,1012.5,976.9,0.004,0,0.028,71,100,100,80,0,14,0,14,3.8,9.5,14.6
2023-01-13T23:00,29.1,75,22.2,19.9,1013.5,977.8,0.004,0,0.028,71,100,100,69,1,0,0,0,0,9.7,14.7
2023-01-14T00:00,28.7,75,21.8,18.8,1013.4,977.7,0.004,0,0.028,71,100,100,37,5,0,0,0,0,11.3,17.4
2023-01-14T01:00,28.1,75,21.3,17.8,1013.9,978.1,0.004,0,0.028,71,100,100,35,2,0,0,0,0,12.2,19.1
2023-01-14T02:00,27.7,74,20.6,17.5,1014.3,978.5,0.004,0,0.028,71,100,100,30,0,0,0,0,0,11.6,18
2023-01-14T03:00,27.1,73,19.7,17,1014.8,978.9,0.004,0,0.028,71,100,100,28,0,0,0,0,0,11.2,17.5
2023-01-14T04:00,26.4,73,18.9,16.2,1014.9,979,0.004,0,0.028,71,100,100,42,0,0,0,0,0,11.4,17.7
2023-01-14T05:00,25.7,73,18.2,15.4,1015,979,0.004,0,0.028,71,100,100,52,0,0,0,0,0,11.4,17.7
2023-01-14T06:00,25.2,72,17.5,14.7,1014.6,978.6,0.004,0,0.028,71,100,100,43,0,0,0,0,0,11.7,17.9
2023-01-14T07:00,25.7,72,18,15.3,1015.1,979.1,0.004,0,0.028,71,100,100,35,0,0,0,0,0,11.7,18
2023-01-14T08:00,25.3,72,17.6,15,1015.8,979.7,0.004,0,0.028,71,100,100,34,0,0,0,0,0,11.4,17.3
2023-01-14T09:00,24.8,72,17,14.6,1016.5,980.4,0.004,0,0.028,71,100,100,26,0,0,0,0,0,10.8,16.2
2023-01-14T10:00,24.4,71,16.4,14.4,1017.7,981.5,0.004,0,0.028,71,99,100,15,0,0,0,0,0,10.4,15.5
2023-01-14T11:00,24,71,16.1,13.8,1018,981.8,0.004,0,0.028,71,100,100,8,32,0,0,0,0,10.8,15.8
2023-01-14T12:00,23.5,72,15.7,13.1,1017.8,981.5,0.004,0,0.028,71,99,100,3,23,0,0,0,0,11.3,16.9
2023-01-14T13:00,23.2,72,15.5,12.4,1018.5,982.2,0,0,0,3,98,100,5,18,2,0,2,0,12,18.1
2023-01-14T14:00,23.2,72,15.3,12.3,1019.1,982.8,0.004,0,0.028,71,100,100,4,24,35,0,35,0,12.1,18.2
2023-01-14T15:00,23.4,70,15.3,13,1019.5,983.2,0.004,0,0.028,71,90,100,0,0,79,6,73,11.6,11.2,16.8
2023-01-14T16:00,23.8,70,15.3,13.5,1019.5,983.2,0,0,0,3,90,100,0,0,124,2,122,13.4,10.8,16.2
2023-01-14T17:00,24.2,69,15.4,13.8,1019.2,982.9,0,0,0,3,90,100,0,0,155,15,140,19.5,10.8,16.2
2023-01-14T18:00,24.3,69,15.6,14.1,1019.3,983.1,0,0,0,3,90,100,0,0,173,14,159,33.7,10.8,16
2023-01-14T19:00,24.8,69,16.2,14.6,1019.7,983.5,0,0,0,3,90,100,0,0,149,24,125,47.5,10.6,15.6
2023-01-14T20:00,24.5,70,16.2,14.4,1020.4,984.1,0,0,0,3,90,100,0,0,112,2,110,34.6,10.6,15.7
2023-01-14T21:00,23.7,73,16.3,13.6,1021,984.6,0,0,0,3,90,100,0,0,66,0,66,0.9,10.5,15.8
2023-01-14T22:00,22.8,76,16.5,13.4,1022,985.5,0,0,0,3,90,100,0,0,16,0,16,0,9,13.3
2023-01-14T23:00,22.3,78,16.5,12.5,1022.4,985.9,0,0,0,3,90,100,0,0,0,0,0,0,9.8,15
2023-01-15T00:00,22.1,79,16.7,12.1,1023.1,986.5,0,0,0,3,90,100,0,0,0,0,0,0,10.4,15.8
2023-01-15T01:00,22.1,80,16.9,12.1,1023.2,986.6,0,0,0,3,90,100,0,0,0,0,0,0,10.4,16.3
2023-01-15T02:00,22.3,80,17.1,12.3,1023.4,986.9,0,0,0,3,90,100,0,0,0,0,0,0,10.3,16.1
2023-01-15T03:00,22.4,80,17.1,12.4,1023.3,986.8,0,0,0,3,90,100,0,0,0,0,0,0,10.4,16.2
2023-01-15T04:00,22.4,80,17.1,12.1,1022.9,986.4,0,0,0,3,86,95,0,0,0,0,0,0,11,17.1
2023-01-15T05:00,22.4,80,17.1,12,1022.6,986.1,0,0,0,3,89,99,0,0,0,0,0,0,11.2,17.5
2023-01-15T06:00,22.1,81,17.1,12.3,1023.4,986.8,0,0,0,3,86,95,0,0,0,0,0,0,9.9,15.4
2023-01-15T07:00,22.2,81,17.2,13,1024.4,987.8,0,0,0,3,90,100,0,0,0,0,0,0,8.5,12.8
2023-01-15T08:00,21.8,81,17,12.9,1024.6,988,0,0,0,3,90,100,0,0,0,0,0,0,7.8,11.7
2023-01-15T09:00,21.5,82,16.9,12.7,1025.1,988.4,0,0,0,3,90,100,0,0,0,0,0,0,7.4,11.1
2023-01-15T10:00,21.3,82,16.8,13.4,1025.3,988.6,0,0,0,3,90,100,0,0,0,0,0,0,5.4,7.8
2023-01-15T11:00,21.1,82,16.6,12.8,1025.6,988.9,0,0,0,3,90,100,0,0,0,0,0,0,6.2,9.1
2023-01-15T12:00,20.9,83,16.6,12.3,1026.2,989.5,0,0,0,3,90,100,0,0,0,0,0,0,7.1,10.7
2023-01-15T13:00,20.8,83,16.6,11.8,1027,990.2,0,0,0,3,90,100,0,0,2,0,2,0,7.9,11.9
2023-01-15T14:00,21.6,81,16.7,12.5,1027.7,991,0,0,0,3,90,100,0,0,44,1,43,0.9,8.4,12.3
2023-01-15T15:00,23.4,76,17,14.2,1028,991.4,0,0,0,3,90,100,0,0,130,17,113,35.6,8.4,12.3
2023-01-15T16:00,25,72,17.2,16,1027.9,991.4,0,0,0,3,90,100,0,0,203,17,186,53.1,8.1,11.7
2023-01-15T17:00,26.5,69,17.6,17.6,1027.6,991.2,0,0,0,3,90,100,0,0,261,55,206,76.4,8,11.5
2023-01-15T18:00,27.9,65,17.9,19,1026.8,990.5,0,0,0,3,90,100,0,0,335,152,183,240.3,8.1,11.8
2023-01-15T19:00,27.4,67,18,18.5,1026.3,990,0,0,0,3,90,100,0,0,283,113,170,322.3,8.1,11.7
2023-01-15T20:00,27.3,67,18,18.3,1026,989.7,0,0,0,3,88,98,0,0,214,75,139,248.4,8.3,12.2
2023-01-15T21:00,26.6,70,18.2,17.6,1025.9,989.6,0,0,0,3,80,89,0,0,144,58,86,250.4,8.3,12.2
2023-01-15T22:00,25.1,76,18.7,16.9,1026.2,989.8,0,0,0,2,69,77,0,0,37,15,22,167.3,6.4,9.8
2023-01-15T23:00,23.7,81,18.7,15.5,1026.3,989.8,0,0,0,2,72,80,0,0,0,0,0,0,6.6,11.1
2023-01-16T00:00,22.5,85,18.9,14.2,1026.5,989.9,0,0,0,2,69,77,0,0,0,0,0,0,7,11.2
2023-01-16T01:00,21.7,87,18.5,13.3,1026.7,990,0,0,0,3,84,93,0,0,0,0,0,0,7,11.3
2023-01-16T02:00,21.2,88,18.2,12.9,1026.4,989.7,0,0,0,3,81,90,0,0,0,0,0,0,6.7,10.7
2023-01-16T03:00,21.2,87,18,13,1026.1,989.4,0,0,0,3,80,89,0,0,0,0,0,0,6.4,10.4
2023-01-16T04:00,21.4,85,17.5,13.2,1025.1,988.4,0,0,0,2,79,88,0,0,0,0,0,0,6.1,10.3
2023-01-16T05:00,21.2,84,17.1,12.9,1024.7,988,0,0,0,2,73,81,0,0,0,0,0,0,6.4,10.7
2023-01-16T06:00,21,84,16.9,12.3,1024.7,988,0,0,0,2,60,67,0,0,0,0,0,0,7.4,12.8
2023-01-16T07:00,20.8,84,16.8,12.6,1024.1,987.4,0,0,0,2,50,56,0,0,0,0,0,0,6.1,11.3
2023-01-16T08:00,20.6,85,16.9,12.8,1023.7,987,0,0,0,1,39,43,0,0,0,0,0,0,5.1,10.1
2023-01-16T09:00,20.7,84,16.6,13,1023.5,986.8,0,0,0,1,21,23,0,0,0,0,0,0,4.9,10.4
2023-01-16T10:00,20.3,83,15.9,12.3,1023.5,986.8,0,0,0,2,52,58,0,0,0,0,0,0,5.5,10.8
2023-01-16T11:00,20.1,81,15.3,11.9,1023.3,986.6,0,0,0,2,51,57,0,0,0,0,0,0,5.9,12.1
2023-01-16T12:00,20,82,15.4,12,1022.9,986.2,0,0,0,2,51,57,0,0,0,0,0,0,5.4,12.5
2023-01-16T13:00,20.2,83,15.8,12.5,1022.9,986.2,0,0,0,2,60,67,0,0,6,3,3,0,4.8,10.9
2023-01-16T14:00,22.6,72,15.1,14.7,1022.9,986.4,0,0,0,1,46,50,0,3,108,74,34,321.3,5,9
2023-01-16T15:00,26.5,58,13.5,18.4,1022.1,985.9,0,0,0,1,26,14,0,45,255,197,58,636.2,5.3,7.8
2023-01-16T16:00,30.6,46,12,22.4,1020.5,984.7,0,0,0,1,30,5,0,86,378,310,68,778.6,5.1,7.2
2023-01-16T17:00,33.8,38,10.9,25.2,1019.3,983.7,0,0,0,1,29,1,0,94,450,376,74,852.5,5.9,8.4
2023-01-16T18:00,35.6,36,11,26.6,1018.4,983,0,0,0,0,6,2,0,13,465,391,74,878.4,6.8,9.9
2023-01-16T19:00,35.5,43,15.2,27.2,1017.7,982.3,0,0,0,0,15,0,0,49,410,331,79,844.8,6.1,9
2023-01-16T20:00,35.1,45,15.8,27.3,1016.6,981.2,0,0,0,0,14,0,0,46,319,253,66,786.6,4.8,6.9
2023-01-16T21:00,33.5,52,17.6,26.2,1015.9,980.4,0,0,0,0,0,0,0,0,184,133,51,697,4.1,7.1
2023-01-16T22:00,30.6,62,19,23.1,1016.1,980.4,0,0,0,0,0,0,0,0,46,29,17,360.3,4.9,10.2
2023-01-16T23:00,29.3,67,19.8,22.1,1015.6,979.8,0,0,0,0,0,0,0,0,0,0,0,0,4.3,10.7
2023-01-17T00:00,28.4,71,20.1,21.5,1015.3,979.5,0,0,0,0,0,0,0,0,0,0,0,0,3.8,9
2023-01-17T01:00,27.4,75,20.4,20.2,1014.6,978.7,0,0,0,0,1,0,0,2,0,0,0,0,4.4,7
2023-01-17T02:00,27.9,69,19.1,22.3,1014.2,978.4,0,0,0,1,21,0,0,69,0,0,0,0,0.2,2.6
2023-01-17T03:00,26.2,75,19.4,19.8,1013.8,977.9,0,0,0,1,24,0,0,79,0,0,0,0,2.5,2.2
2023-01-17T04:00,27.3,73,19.8,20.8,1013.1,977.3,0,0,0,2,73,48,0,99,0,0,0,0,2.8,1.6
2023-01-17T05:00,26.7,79,20.9,19.7,1011.9,976.1,0,0,0,2,52,24,1,100,0,0,0,0,4.1,4.1
2023-01-17T06:00,26.5,78,20.7,19.8,1010.8,975,0,0,0,1,31,0,2,100,0,0,0,0,3.4,7
2023-01-17T07:00,26.5,77,20.3,19.4,1010.2,974.4,0,0,0,1,28,0,12,70,0,0,0,0,4.4,9.6
2023-01-17T08:00,26.4,74,19.4,18.8,1009.5,973.7,0,0,0,0,14,0,9,30,0,0,0,0,5.3,11.5
