time,temperature_2m (°F),relativehumidity_2m (%),dewpoint_2m (°F),apparent_temperature (°F),pressure_msl (hPa),surface_pressure (hPa),precipitation (inch),rain (inch),snowfall (inch),weathercode (wmo code),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),windspeed_10m (mp/h),windspeed_100m (mp/h)
2021-05-01T00:00,42,68,32.2,31.1,1008,973.4,0,0,0,2,77,50,53,1,35,16,19,133.5,16.8,27.8
2021-05-01T01:00,40.4,71,31.6,29.5,1009.3,974.5,0.004,0.004,0,51,100,63,64,17,0,0,0,0,16.5,27.3
2021-05-01T02:00,39.3,75,31.9,28.6,1010.2,975.3,0.008,0.008,0,51,100,61,97,90,0,0,0,0,16.2,26.9
2021-05-01T03:00,38.1,77,31.6,28.1,1011.1,976.1,0.008,0.008,0,51,100,94,100,74,0,0,0,0,14.6,24.3
2021-05-01T04:00,37.4,77,30.9,27.8,1011.7,976.6,0.008,0.004,0.028,71,100,99,98,50,0,0,0,0,13.2,22.9
2021-05-01T05:00,37,76,30.1,27.4,1012.5,977.4,0.004,0,0.028,71,100,92,99,8,0,0,0,0,13,25.2
2021-05-01T06:00,37,74,29.6,26.7,1013.3,978.2,0,0,0,3,100,99,99,0,0,0,0,0,14.6,25.6
2021-05-01T07:00,36.4,85,32.3,27.5,1014,978.8,0,0,0,3,100,95,87,0,0,0,0,0,12.2,20.8
2021-05-01T08:00,36.8,83,32,28.3,1014.9,979.7,0,0,0,3,100,94,76,0,0,0,0,0,10.9,19.5
2021-05-01T09:00,37,75,29.7,28,1016,980.8,0,0,0,3,94,82,33,0,0,0,0,0,11.6,20
2021-05-01T10:00,37,69,27.7,28.9,1016.8,981.5,0,0,0,1,27,27,4,0,0,0,0,0,8.7,13.8
2021-05-01T11:00,36.7,67,26.7,28,1017.9,982.6,0,0,0,0,7,8,0,0,41,21,20,0,9.8,15.5
2021-05-01T12:00,37.3,61,25.1,28.1,1018,982.7,0,0,0,0,11,12,0,0,199,136,63,387,10.5,15.7
2021-05-01T13:00,39.4,57,25.4,30.7,1018.7,983.5,0,0,0,0,4,4,0,0,423,348,75,660.1,9.3,13.8
2021-05-01T14:00,42.1,53,26,34.6,1018.4,983.4,0,0,0,0,0,0,0,0,616,529,87,842.9,8.2,11.7
2021-05-01T15:00,45.2,47,26.4,39.9,1018.2,983.5,0,0,0,0,0,0,0,0,777,681,96,904.8,7.2,10.1
2021-05-01T16:00,48.3,42,26.3,44.8,1017.6,983.1,0,0,0,0,0,0,0,0,893,792,101,941.9,6,8.2
2021-05-01T17:00,51.2,38,26.5,48.8,1016.2,981.9,0,0,0,0,0,0,0,0,956,853,103,962.8,5,6.9
2021-05-01T18:00,54,35,27,51.6,1015.4,981.3,0,0,0,0,13,0,0,44,959,857,102,971.5,5.3,7.6
2021-05-01T19:00,55.2,35,27.9,53,1013.7,979.8,0,0,0,0,17,0,0,55,899,798,101,963.6,4.1,5.7
2021-05-01T20:00,56.7,34,28.8,53.3,1012.6,978.8,0,0,0,0,11,0,5,28,785,688,97,939.5,3.9,5.5
2021-05-01T21:00,58,34,29.9,52.5,1011.3,977.6,0,0,0,0,16,0,27,0,623,530,93,897.2,5.1,7.6
2021-05-01T22:00,58.5,38,32.6,53.2,1009.3,975.7,0,0,0,1,29,0,49,0,399,300,99,755.1,3.7,7.1
2021-05-01T23:00,56.7,51,38.9,53,1008.4,974.7,0,0,0,1,45,0,75,0,240,183,57,654.3,2.8,5.8
2021-05-02T00:00,53.1,56,37.8,48.1,1007.5,973.6,0,0,0,1,32,0,47,12,63,39,24,439.3,4.9,9.8
2021-05-02T01:00,51.3,55,35.4,46.3,1007.9,973.9,0,0,0,3,81,0,91,89,0,0,0,0.4,4,9
2021-05-02T02:00,50.4,57,36,45.3,1007.5,973.5,0,0,0,2,56,0,62,64,0,0,0,0,4.7,9
2021-05-02T03:00,50.2,61,37.2,45.2,1007,973,0,0,0,1,31,0,51,1,0,0,0,0,4.9,10.7
2021-05-02T04:00,50.6,62,37.9,44.6,1006.4,972.4,0,0,0,0,20,0,33,0,0,0,0,0,7.7,16.2
2021-05-02T05:00,51.3,60,38,45,1005.8,971.9,0,0,0,2,58,0,97,0,0,0,0,0,8.4,18.1
2021-05-02T06:00,52.5,58,38.3,46.5,1004.8,971,0,0,0,1,44,0,73,0,0,0,0,0,7.9,17
2021-05-02T07:00,53.8,54,37.4,47.7,1004.2,970.5,0,0,0,1,23,0,27,22,0,0,0,0,7.6,16.5
2021-05-02T08:00,53.4,56,38.2,47.5,1004.1,970.4,0,0,0,1,23,3,8,53,0,0,0,0,7.5,16.8
2021-05-02T09:00,52.7,60,39.3,47,1004.2,970.4,0,0,0,0,19,0,0,62,0,0,0,0,7.5,16.9
2021-05-02T10:00,52,65,40.5,46.7,1004.3,970.5,0,0,0,0,17,0,0,58,0,0,0,0,7,16.4
2021-05-02T11:00,52.5,70,43.2,47.9,1004.8,971,0,0,0,0,11,0,0,35,45,22,23,0,6.8,15.3
2021-05-02T12:00,56.8,72,47.9,53.9,1005.6,972,0,0,0,0,2,0,3,0,201,137,64,387.7,5.7,13
2021-05-02T13:00,62.4,64,50.3,60.3,1005.9,972.7,0,0,0,1,25,0,8,66,396,317,79,621.9,5.1,9.4
2021-05-02T14:00,66.4,61,52.4,64,1006.2,973.2,0,0,0,3,93,19,78,98,582,474,108,769,8.2,12.9
2021-05-02T15:00,68.2,60,53.7,66.5,1006.5,973.6,0.008,0.008,0,51,84,31,44,99,563,359,204,657.2,7,10.9
2021-05-02T16:00,66.2,70,56.3,65.4,1006.4,973.4,0.031,0.031,0,53,100,53,51,83,378,69,309,277.7,6.7,9.8
2021-05-02T17:00,64,80,57.7,63.2,1007.2,974,0.035,0.035,0,53,100,96,96,78,270,34,236,46,8,12.1
2021-05-02T18:00,61.4,86,57.3,60.7,1007.6,974.3,0.02,0.02,0,53,100,99,88,48,222,0,222,15.2,7.4,11.6
2021-05-02T19:00,62.9,69,52.4,60.8,1008.2,974.9,0.008,0.008,0,51,100,99,81,69,296,51,245,30.9,6.6,10.7
2021-05-02T20:00,61.4,70,51.4,59.7,1008.6,975.2,0.02,0.02,0,53,100,43,67,77,177,0,177,26.2,5.2,9.6
2021-05-02T21:00,61,70,51.1,59.9,1008.8,975.4,0.008,0.008,0,51,57,2,62,61,243,115,128,91.2,3.3,6.3
2021-05-02T22:00,60,73,51.2,58.1,1008.6,975.1,0,0,0,1,37,2,39,39,169,57,112,155.9,5.3,9.5
2021-05-02T23:00,58.9,78,52,57.8,1008.9,975.4,0,0,0,0,13,0,3,36,144,81,63,201.4,4.1,8.5
2021-05-03T00:00,56.1,87,52.2,55.4,1009.6,975.9,0,0,0,0,17,2,6,39,52,26,26,229.3,3.4,8.1
2021-05-03T01:00,53.2,93,51.3,52.1,1010.1,976.2,0,0,0,1,31,0,26,52,0,0,0,0.7,3.6,7.9
2021-05-03T02:00,51.9,96,50.9,50.6,1010.7,976.7,0,0,0,1,36,0,21,78,0,0,0,0,3.6,7.6
2021-05-03T03:00,50.6,98,50,49.3,1010.5,976.4,0,0,0,1,42,0,24,93,0,0,0,0,3.2,7.8
2021-05-03T04:00,50.1,98,49.5,48.6,1010.5,976.3,0,0,0,1,41,0,19,100,0,0,0,0,3.2,8
2021-05-03T05:00,49.8,97,49,48.1,1010.7,976.5,0,0,0,1,42,0,21,98,0,0,0,0,3.5,8.3
2021-05-03T06:00,49.4,98,48.7,47.5,1010.6,976.4,0,0,0,1,35,0,39,37,0,0,0,0,3.6,8.4
2021-05-03T07:00,50.7,92,48.5,48.5,1010.2,976.1,0,0,0,2,61,3,51,92,0,0,0,0,4.2,10.1
2021-05-03T08:00,50.4,92,48,48.1,1010,975.9,0,0,0,2,62,8,41,100,0,0,0,0,4,10.8
2021-05-03T09:00,50.4,90,47.5,47.7,1010.1,976,0,0,0,2,50,8,22,100,0,0,0,0,4.7,11.7
2021-05-03T10:00,49.9,88,46.5,46.4,1009.8,975.7,0,0,0,1,39,5,8,100,0,0,0,0,6,13.4
2021-05-03T11:00,50.9,84,46.2,47.1,1010,975.9,0,0,0,1,36,3,5,100,28,3,25,0,6.7,15
2021-05-03T12:00,53.8,79,47.4,50.3,1010.1,976.2,0,0,0,1,31,0,2,100,112,12,100,38.3,6.7,14
2021-05-03T13:00,57.4,73,48.9,54.5,1009.9,976.2,0,0,0,1,34,0,7,100,230,42,188,69.8,6.1,12.7
2021-05-03T14:00,60.6,72,51.6,58.7,1009,975.6,0,0,0,1,36,0,10,99,290,49,241,88.7,5.7,9.1
2021-05-03T15:00,63.4,73,54.5,62.5,1008.7,975.5,0,0,0,2,71,0,69,100,376,70,306,83.3,5.4,8.4
2021-05-03T16:00,65.5,73,56.7,65.6,1008.5,975.4,0,0,0,3,87,0,95,100,510,151,359,136.3,4.7,7.4
2021-05-03T17:00,66.4,73,57.6,66.9,1008.1,975.1,0,0,0,3,100,14,99,100,502,188,314,195,4.8,7.5
2021-05-03T18:00,67.5,71,57.6,68.2,1007.7,974.7,0,0,0,3,100,12,99,99,590,294,296,286,5.1,8.5
2021-05-03T19:00,64.9,83,59.8,66.8,1007,973.9,0.016,0.016,0,51,99,10,100,100,217,0,217,173.3,3.4,8.1
2021-05-03T20:00,65.6,81,59.7,67,1006.3,973.3,0.012,0.012,0,51,94,4,100,100,249,3,246,0.3,4.4,9.4
2021-05-03T21:00,65.2,85,60.4,66.7,1005.8,972.8,0.008,0.008,0,51,96,7,100,100,221,9,212,9.9,4.8,11
2021-05-03T22:00,63.7,89,60.4,65.3,1005.6,972.5,0.008,0.008,0,51,100,28,100,99,85,0,85,7,4.6,10.3
2021-05-03T23:00,61.7,99,61.4,63.6,1004.9,971.7,0.012,0.012,0,51,100,54,100,98,66,6,60,9.3,4.9,11.6
2021-05-04T00:00,60.2,97,59.3,61.2,1005.1,971.8,0.012,0.012,0,51,73,0,72,99,25,3,22,21.1,4.9,11.8
2021-05-04T01:00,59.5,100,59.5,60.3,1005.5,972.1,0.004,0.004,0,51,99,10,100,100,0,0,0,0,5.8,13
2021-05-04T02:00,58.6,100,58.5,59,1005.7,972.3,0,0,0,3,100,56,94,98,0,0,0,0,5.9,13.1
2021-05-04T03:00,57.8,100,57.8,57.7,1005.5,972,0,0,0,3,100,86,77,22,0,0,0,0,6.4,13.6
2021-05-04T04:00,57.1,100,57,56.7,1005.2,971.7,0,0,0,3,100,94,90,0,0,0,0,0,6.3,13.6
2021-05-04T05:00,56.4,100,56.3,55.7,1005.1,971.5,0,0,0,3,100,91,91,20,0,0,0,0,6.3,13.8
2021-05-04T06:00,55.8,100,55.8,54.9,1004.6,971,0.008,0.008,0,51,100,74,77,59,0,0,0,0,6.3,13.8
2021-05-04T07:00,55.4,98,54.9,54.5,1004.4,970.8,0,0,0,3,100,74,81,83,0,0,0,0,5.8,12.7
2021-05-04T08:00,55.5,98,55,54.7,1004,970.4,0.008,0.008,0,51,100,98,95,87,0,0,0,0,5.6,12
2021-05-04T09:00,55.7,98,55.2,55.1,1004,970.4,0.008,0.008,0,51,100,100,100,18,0,0,0,0,5.2,11.6
2021-05-04T10:00,55.8,99,55.5,55.8,1004,970.4,0,0,0,3,100,100,90,86,0,0,0,0,4.3,10.3
2021-05-04T11:00,56.4,99,56,56.6,1004.7,971.1,0,0,0,3,100,97,62,9,5,0,5,0,4.1,9.7
2021-05-04T12:00,57.6,98,57,58.2,1005.1,971.6,0,0,0,3,100,100,35,0,29,1,28,0.2,3.8,8
2021-05-04T13:00,59.6,97,58.6,60.9,1005.5,972.1,0,0,0,3,99,100,15,0,96,30,66,34.4,3.7,7
2021-05-04T14:00,63.4,89,60.1,65,1005.3,972.2,0,0,0,3,91,100,2,0,219,46,173,76,4.4,8.5
2021-05-04T15:00,65.1,86,60.9,66.7,1006.2,973.1,0,0,0,3,100,100,1,33,214,13,201,45.7,5.1,10.1
2021-05-04T16:00,66.6,82,60.9,69,1005.9,972.9,0,0,0,3,100,100,1,98,229,45,184,32.8,3.1,6
2021-05-04T17:00,68.6,75,60.5,70.4,1005.5,972.7,0,0,0,3,88,98,0,0,318,49,269,50.9,4.3,7
2021-05-04T18:00,71.7,67,60.3,74,1005.1,972.5,0,0,0,3,100,89,15,43,476,159,317,118.9,2.9,5.4
2021-05-04T19:00,73.8,65,61.2,76.7,1004,971.5,0,0,0,3,100,76,77,100,407,94,313,147.1,2.2,4.3
2021-05-04T20:00,73.9,67,62.1,77.3,1003.8,971.4,0.004,0.004,0,51,100,53,81,100,343,150,193,153.2,2,4.7
2021-05-04T21:00,73.1,74,64.3,76.7,1003.1,970.6,0.031,0.031,0,53,100,95,90,99,247,101,146,188.5,3.7,6.1
2021-05-04T22:00,70.6,86,66.3,75.5,1002.5,969.9,0.016,0.016,0,51,55,10,42,70,148,28,120,111.8,2.9,6.2
2021-05-04T23:00,68.7,91,66.1,73.3,1002.5,969.8,0,0,0,2,57,19,19,96,72,5,67,32.8,3.4,7
2021-05-05T00:00,67,95,65.5,70.8,1002.5,969.7,0,0,0,2,79,24,49,93,26,7,19,29.4,4.6,7.8
2021-05-05T01:00,65.5,100,65.4,69.2,1004.5,971.5,0.008,0.008,0,51,100,64,94,98,0,0,0,0.5,4.7,12.1
2021-05-05T02:00,64.7,100,64.6,68.3,1004.8,971.8,0.024,0.024,0,53,100,53,78,65,0,0,0,0,4.1,11
2021-05-05T03:00,63.9,100,63.9,67.1,1004.3,971.2,0.039,0.039,0,55,100,54,82,75,0,0,0,0,4.5,8.3
2021-05-05T04:00,63.2,100,63.2,66.2,1004.5,971.4,0.047,0.047,0,55,100,53,88,96,0,0,0,0,4,9.9
2021-05-05T05:00,62.6,100,62.6,65.4,1005,971.8,0.043,0.043,0,55,100,62,95,12,0,0,0,0,3.9,10.3
2021-05-05T06:00,61.8,100,61.8,64.4,1005,971.8,0.039,0.039,0,55,100,68,100,96,0,0,0,0,3.6,9.2
2021-05-05T07:00,61.1,100,61.1,63,1005,971.7,0.004,0.004,0,51,100,91,32,99,0,0,0,0,4.5,10.4
2021-05-05T08:00,60.5,100,60.5,61.9,1005.4,972.1,0.004,0.004,0,51,100,100,67,100,0,0,0,0,5.2,11.6
2021-05-05T09:00,59.5,100,59.5,60.5,1005.7,972.3,0,0,0,3,100,100,76,97,0,0,0,0,5.4,11.7
2021-05-05T10:00,58.4,100,58.4,58.9,1006.2,972.7,0.004,0.004,0,51,100,100,58,99,0,0,0,0,5.3,10.7
2021-05-05T11:00,56.8,100,56.8,56.2,1006.8,973.2,0.004,0.004,0,51,100,100,44,99,7,0,7,0,6.8,12
2021-05-05T12:00,54.7,99,54.3,53.4,1006.8,973.1,0.004,0.004,0,51,100,100,87,36,29,0,29,0,6.2,11.1
2021-05-05T13:00,54.8,100,54.7,54,1007.3,973.6,0.008,0.008,0,51,100,100,100,100,64,1,63,0.5,5.2,9.4
2021-05-05T14:00,54.2,100,54.1,53.3,1008,974.2,0.012,0.012,0,51,100,100,100,100,106,7,99,7.3,5.3,9.6
2021-05-05T15:00,53.1,100,53.1,51.3,1008.6,974.7,0.012,0.012,0,51,100,100,100,100,111,1,110,6.9,6.7,11.3
2021-05-05T16:00,52,100,51.9,49.7,1009,975,0.008,0.008,0,51,100,100,100,100,141,0,141,0.2,6.8,11.9
2021-05-05T17:00,50.6,94,49.1,47.4,1009.1,975,0.004,0.004,0,51,100,100,100,97,173,2,171,0.3,7,12.7
2021-05-05T18:00,51.3,91,48.6,47.5,1009.5,975.5,0,0,0,3,100,100,98,72,238,18,220,11.8,8.1,13.6
2021-05-05T19:00,50.4,95,49,46.4,1009.6,975.5,0.008,0.008,0,51,100,100,92,10,175,5,170,13.4,8.9,15
2021-05-05T20:00,50.7,92,48.5,46.6,1010,975.9,0,0,0,3,100,92,63,25,208,14,194,10.8,8.7,14.7
2021-05-05T21:00,50.9,88,47.6,46.4,1010.5,976.4,0.004,0.004,0,51,100,98,55,33,189,23,166,27.5,9.2,15.1
2021-05-05T22:00,51.2,84,46.6,46.8,1011,976.9,0.004,0.004,0,51,100,98,20,30,162,22,140,43.7,8.1,14.4
2021-05-05T23:00,50.7,81,45.2,45.9,1011.3,977.2,0.004,0.004,0,51,96,81,24,29,88,5,83,32,8.5,15.2
2021-05-06T00:00,50.1,79,43.7,44.5,1012.4,978.2,0,0,0,3,86,69,38,5,28,4,24,20.6,9.5,16.9
2021-05-06T01:00,49.8,77,43,43.9,1013.2,978.9,0,0,0,3,98,75,51,0,0,0,0,0.3,9.8,17.3
2021-05-06T02:00,49,79,42.6,43,1014.1,979.7,0,0,0,3,100,73,59,0,0,0,0,0,9.9,17.7
2021-05-06T03:00,48.6,80,42.5,42.3,1014.6,980.2,0,0,0,2,75,63,31,0,0,0,0,0,10.4,18.1
2021-05-06T04:00,47.9,81,42.3,41.4,1014.9,980.4,0,0,0,3,95,85,30,0,0,0,0,0,10.9,18.9
2021-05-06T05:00,47.1,83,42.1,40.5,1015.5,981,0,0,0,3,90,73,40,0,0,0,0,0,10.9,18.7
2021-05-06T06:00,46.4,84,41.8,40.2,1015.6,981,0,0,0,2,60,42,37,0,0,0,0,0,9.8,17.1
2021-05-06T07:00,45.9,87,42.3,40.2,1015.6,981,0,0,0,1,29,23,13,0,0,0,0,0,9.2,16.5
2021-05-06T08:00,45.4,87,41.9,39.7,1016.1,981.4,0,0,0,0,19,19,3,0,0,0,0,0,8.9,15.8
2021-05-06T09:00,44.3,88,41.1,38.6,1016.6,981.9,0,0,0,0,14,16,0,0,0,0,0,0,8.4,15.2
2021-05-06T10:00,43.8,88,40.5,38.4,1017.4,982.6,0,0,0,0,5,5,0,0,0,0,0,0,7.3,13.6
2021-05-06T11:00,43.7,88,40.3,38.6,1018,983.2,0,0,0,0,1,1,0,0,51,28,23,0,6.5,12.8
2021-05-06T12:00,45,80,39,39,1018.3,983.5,0,0,0,0,14,16,0,0,210,143,67,401.9,8,12
2021-05-06T13:00,46.4,70,37.2,40.3,1018.6,983.9,0,0,0,0,14,15,0,0,372,262,110,544.3,7.5,11
2021-05-06T14:00,48.6,59,35.1,42.7,1018.5,984,0,0,0,1,36,19,17,30,592,480,112,676.9,7.3,10.5
2021-05-06T15:00,50.7,51,33.2,45.9,1018.6,984.2,0,0,0,2,61,14,41,78,732,589,143,788.6,7.2,10.2
2021-05-06T16:00,53,44,31.9,49.7,1018.3,984.1,0,0,0,2,55,0,49,86,875,719,156,822.3,6.5,9.1
2021-05-06T17:00,54.5,40,30.9,51.1,1017.8,983.7,0,0,0,1,37,5,26,55,901,723,178,832.9,7,9.9
2021-05-06T18:00,56,36,29.7,51.9,1017.4,983.4,0,0,0,2,66,0,64,93,928,784,144,851.3,8.6,12
2021-05-06T19:00,56.8,37,30.8,51.4,1016.7,982.8,0,0,0,2,76,0,79,96,790,550,240,774,8.9,13
2021-05-06T20:00,56.6,37,30.6,49.8,1016.2,982.3,0,0,0,2,77,0,79,99,654,374,280,569.6,8.9,13.2
2021-05-06T21:00,55.2,40,31.1,47.8,1015.7,981.7,0,0,0,2,79,0,83,97,471,207,264,408.2,8.2,12.3
2021-05-06T22:00,53.6,43,31.5,47,1015.8,981.7,0,0,0,1,47,6,26,87,322,130,192,293.2,6.4,9.6
2021-05-06T23:00,52,48,32.8,46.4,1015.8,981.6,0,0,0,1,22,1,0,70,199,98,101,303.1,4.5,8.3
2021-05-07T00:00,49.5,55,34,44.6,1016.6,982.2,0,0,0,0,6,1,0,16,67,32,35,273,3.5,6.3
2021-05-07T01:00,47.3,63,35.2,43,1016.4,981.9,0,0,0,0,1,0,0,2,1,0,1,4.4,2.5,3.6
2021-05-07T02:00,47.4,54,31.6,42.9,1016.6,982.1,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.1
2021-05-07T03:00,46.4,57,32,41.7,1016.8,982.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9
2021-05-07T04:00,43,73,35,38.4,1016.1,981.3,0,0,0,0,3,0,1,9,0,0,0,0,2.9,1.7
2021-05-07T05:00,40.9,81,35.4,36.1,1016.2,981.2,0,0,0,1,38,0,32,62,0,0,0,0,3.6,2.8
2021-05-07T06:00,39.8,83,35.1,34.8,1015.5,980.5,0,0,0,2,70,0,79,74,0,0,0,0,4.1,3.8
2021-05-07T07:00,41.8,75,34.5,36.8,1015.4,980.5,0,0,0,2,66,0,65,89,0,0,0,0,3.8,4.3
2021-05-07T08:00,41,78,34.5,36.1,1014.9,980,0,0,0,2,71,0,70,96,0,0,0,0,3.5,4.2
2021-05-07T09:00,39.4,83,34.8,35,1014.7,979.7,0,0,0,2,76,0,79,94,0,0,0,0,2.4,3.7
2021-05-07T10:00,39.2,85,35,35.4,1014.7,979.7,0,0,0,3,84,0,92,95,0,0,0,0,1,2.4
2021-05-07T11:00,40.7,84,36.4,37.4,1015.2,980.3,0,0,0,2,69,0,97,37,40,8,32,0,0.7,1.6
2021-05-07T12:00,46.1,71,37.1,42.7,1015,980.4,0,0,0,2,58,0,93,7,133,36,97,101.7,1,0.9
2021-05-07T13:00,49.9,55,34.4,45.5,1014.8,980.5,0,0,0,2,53,0,83,10,256,94,162,168,2.2,2.9
2021-05-07T14:00,52.2,49,33.4,47.4,1014.5,980.3,0,0,0,2,79,0,96,70,355,120,235,201.8,2.8,3.8
2021-05-07T15:00,54.2,46,33.9,49.5,1014,980,0,0,0,3,82,0,99,75,464,160,304,206.7,2.9,3.8
2021-05-07T16:00,55.1,47,35.1,50.9,1013.5,979.6,0,0,0,3,88,1,98,95,453,103,350,174.3,2.2,3
2021-05-07T17:00,54.2,51,36.4,50.5,1013.1,979.1,0,0,0,3,100,33,99,95,263,0,263,58,1.5,2.1
2021-05-07T18:00,53.2,58,38.7,49.9,1012.9,978.9,0.008,0.008,0,51,100,51,100,97,262,3,259,0.5,1.6,2.1
2021-05-07T19:00,52.3,65,41,49,1012.8,978.7,0.008,0.008,0,51,90,0,100,100,192,1,191,2,2.6,3.4
2021-05-07T20:00,52,74,43.9,48.9,1012.7,978.6,0.012,0.012,0,51,90,0,100,99,239,10,229,6.8,3.7,5.5
2021-05-07T21:00,50.6,80,44.8,47.2,1012.8,978.6,0.02,0.02,0,53,98,9,100,100,170,11,159,16.5,4.9,7.8
2021-05-07T22:00,49.2,99,48.8,46,1012.8,978.5,0.028,0.028,0,53,100,22,100,100,83,0,83,8.8,6.7,12.7
2021-05-07T23:00,48,100,47.9,44.4,1013,978.6,0.035,0.035,0,53,100,57,100,100,51,1,50,1.5,7.4,13.7
2021-05-08T00:00,46.6,97,45.9,42.8,1013.1,978.6,0.043,0.043,0,55,100,55,100,100,15,0,15,1.2,6.3,12.1
2021-05-08T01:00,45.7,100,45.7,42.3,1013.2,978.7,0.039,0.039,0,55,100,62,99,100,0,0,0,0,5.2,10.1
2021-05-08T02:00,45,100,45,41.5,1013.5,978.9,0.051,0.051,0,61,100,92,98,98,0,0,0,0,5.2,9.6
2021-05-08T03:00,44.4,100,44.3,40.9,1013.3,978.7,0.055,0.055,0,61,100,97,92,90,0,0,0,0,4.8,9.2
2021-05-08T04:00,43.7,100,43.7,40.1,1013,978.3,0.059,0.059,0,61,100,98,93,85,0,0,0,0,4.6,8.7
2021-05-08T05:00,42.9,100,42.9,39.4,1012.5,977.8,0.051,0.051,0,61,100,95,90,64,0,0,0,0,4,7.1
2021-05-08T06:00,42.3,100,42.3,38.9,1012.3,977.6,0.031,0.031,0,53,100,100,87,54,0,0,0,0,3.4,6.2
2021-05-08T07:00,41.4,100,41.4,37.6,1011.8,977,0.024,0.024,0,53,100,100,77,22,0,0,0,0,3.8,6.8
2021-05-08T08:00,40.7,100,40.7,36.8,1011.9,977.1,0.024,0.024,0,53,100,100,84,12,0,0,0,0,4,7.2
2021-05-08T09:00,40.3,100,40.3,36.2,1011.6,976.7,0.012,0.012,0,51,100,100,97,2,0,0,0,0,4.1,7
2021-05-08T10:00,39.8,100,39.8,35.6,1011.9,977,0.004,0.004,0,51,100,100,98,0,0,0,0,0,4.2,8.2
2021-05-08T11:00,39.7,95,38.5,35.2,1012.4,977.5,0.004,0.004,0,51,100,99,98,0,16,3,13,0,4.3,8.4
2021-05-08T12:00,40.6,90,37.9,35.9,1012.5,977.6,0.004,0.004,0,51,100,99,87,6,53,2,51,18,4.6,8.6
2021-05-08T13:00,42.1,89,39.1,36.9,1012.7,977.9,0.004,0.004,0,51,100,92,82,12,111,13,98,13.6,6.2,9.5
2021-05-08T14:00,43.5,86,39.6,38.4,1013.1,978.4,0,0,0,3,100,95,93,29,214,62,152,64.8,6.3,10.1
2021-05-08T15:00,45.4,80,39.6,40.3,1013.4,978.8,0,0,0,3,100,91,79,36,297,66,231,92.7,6.2,9.3
2021-05-08T16:00,47.8,72,39.3,42.8,1013.6,979.2,0.008,0.008,0,51,100,72,54,51,466,155,311,132.2,5.8,8.6
2021-05-08T17:00,49.6,66,38.9,44.6,1013.2,978.9,0.008,0.008,0,51,64,29,33,61,519,205,314,205.1,5.8,8.3
2021-05-08T18:00,51.3,62,38.7,46.6,1012.8,978.6,0.008,0.008,0,51,76,55,19,50,619,302,317,273.4,6.7,9.7
2021-05-08T19:00,52.7,71,43.5,49.3,1012.8,978.7,0.004,0.004,0,51,87,76,17,29,696,497,199,466,7.7,11.2
2021-05-08T20:00,53.3,71,44.1,48.4,1013,979,0.004,0.004,0,51,69,40,28,55,585,376,209,551.2,8.9,13.1
2021-05-08T21:00,53.2,69,43.4,47.4,1013.2,979.2,0,0,0,2,54,15,34,67,481,283,198,466,9.9,14.5
2021-05-08T22:00,51.1,70,41.5,45,1014,979.8,0,0,0,2,51,8,42,63,367,216,151,449.1,9.4,15.4
2021-05-08T23:00,50.2,70,40.8,45.4,1014.7,980.4,0,0,0,2,55,3,54,67,197,125,72,440.1,6,11.3
2021-05-09T00:00,48.5,72,40,43.1,1015.5,981.1,0,0,0,1,23,11,11,23,71,35,36,321.6,7,13.3
2021-05-09T01:00,46.7,76,39.6,41,1016.2,981.6,0,0,0,0,9,8,3,0,1,0,1,7.5,7.5,14.3
2021-05-09T02:00,45.6,80,39.8,40.1,1016.9,982.2,0,0,0,0,5,5,1,0,0,0,0,0,7.2,14.4
2021-05-09T03:00,44.7,83,39.9,39.1,1017.3,982.6,0,0,0,0,4,4,0,0,0,0,0,0,7.4,14.6
2021-05-09T04:00,44,86,39.9,39,1017.3,982.5,0,0,0,0,2,2,0,0,0,0,0,0,6.1,13.2
2021-05-09T05:00,43.4,87,39.9,38.3,1017.4,982.6,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13.9
2021-05-09T06:00,42.9,88,39.6,37.7,1017.7,982.8,0,0,0,0,0,0,0,0,0,0,0,0,6.4,13.9
2021-05-09T07:00,42,87,38.4,37,1017.5,982.6,0,0,0,0,0,0,0,0,0,0,0,0,5.3,12.1
2021-05-09T08:00,41.3,88,38.1,36.3,1017.6,982.6,0,0,0,0,0,0,0,0,0,0,0,0,5.2,11.4
2021-05-09T09:00,40,91,37.7,34.9,1017.6,982.5,0,0,0,0,4,0,0,13,0,0,0,0,5.4,10.8
2021-05-09T10:00,38.9,92,36.9,34,1018,982.8,0,0,0,1,26,0,7,74,0,0,0,0,4.6,9.3
2021-05-09T11:00,40.1,92,37.9,35.4,1018.3,983.2,0,0,0,1,39,0,19,92,64,35,29,0,4.5,8.8
2021-05-09T12:00,45.4,81,39.9,41.3,1018.2,983.5,0,0,0,1,50,4,28,98,238,177,61,468.2,4,6.2
2021-05-09T13:00,48.9,72,40.3,44.9,1018.2,983.7,0,0,0,2,52,8,25,100,433,351,82,696.3,3.9,5.5
